pitcher,player_name,Handedness,year,player_age,n,p_formatted_ip,p_k_percent,p_bb_percent,xwoba,xwobacon,z_swing_miss_percent,in_zone_percent,whiff_percent,groundballs_percent,flyballs_percent,n_fastball_formatted,N_FB,Rel_X_FB,Rel_Z_FB,Extension_FB,Max_Velo_FB,Avg_Velo_FB,Spin_FB,H_Break_FB,V_Break_FB,xwOBA_FB,SwStr_FB,CSW_FB,n_offspeed_formatted,n_ch_formatted,N_CH,Rel_X_CH,Rel_Z_CH,Extension_CH,Max_Velo_CH,Avg_Velo_CH,Spin_CH,H_Break_CH,V_Break_CH,xwOBA_CH,SwStr_CH,CSW_CH,n_breaking_formatted.x.x,n_sl_formatted,N_SL,Rel_X_SL,Rel_Z_SL,Extension_SL,Max_Velo_SL,Avg_Velo_SL,Spin_SL,H_Break_SL,V_Break_SL,xwOBA_SL,SwStr_SL,CSW_SL,n_breaking_formatted.x.y,n_cukc_formatted,N_CB,Rel_X_CB,Rel_Z_CB,Extension_CB,Max_Velo_CB,Avg_Velo_CB,Spin_CB,H_Break_CB,V_Break_CB,xwOBA_CB,SwStr_CB,CSW_CB
595918,A.J. Cole,R,2018,26,875,48.1,26.7,10,0.331,0.418,22.5,47.4,33.4,34.3,36.4,33.6,294,-2.91355,5.90945,6.2285,96.4,93.40306122,2186,-0.77855,1.28425,0.5295,0.085034014,0.302721088,2.6,2.6,23,-3.2154,5.6281,6.225,89.2,86.46086957,1974,-1.404,0.6473,0.384,0,0.086956522,63.7,43.5,380,-3.15815,5.678,6.134,87.9,84.35315789,2262.5,0.09705,0.4626,0.174,0.19160105,0.359580052,63.7,20.2,143,-3.2742,5.6792,5.927,81.4,79.59370629,2310,0.2709,0.0062,0.2825,0.146892655,0.293785311
595918,A.J. Cole,R,2017,25,937,52,19.2,11.8,0.352,0.384,19.9,48.2,24.2,45.2,24.5,54.7,512,-2.86335,6.00505,6.4995,96.1,93.11933594,2112,-0.83825,1.38985,0.298,0.06042885,0.218323587,6.5,6.5,61,-3.0695,5.7541,6.796,89.1,86.16721311,1596,-0.9193,0.7619,0.369,0.098360656,0.131147541,38.7,21,197,-3.0085,5.8026,6.443,87.9,85.20101523,2169,0.2819,0.8803,0.249,0.208121827,0.329949239,38.7,17.7,117,-3.1264,5.7862,6.224,83,79.9008547,2221,0.5337,0.2818,0.158,0.084337349,0.391566265
605156,Aaron Brooks,R,2019,29,1897,110,17,7.1,0.345,0.382,12.8,47.2,19.5,44.4,26.7,53.6,1018,-2.2453,6.3863,5.853,96.2,91.91198428,2051,-1.26505,1.03605,0.263,0.041216879,0.238469087,20.6,20.6,391,-2.4867,6.2405,5.915,88.8,84.71534527,1647,-1.2298,0.0673,0.256,0.115089514,0.237851662,25.7,22.4,417,-2.4161,6.3128,5.649,89.5,85.61223022,2470,0.1338,0.2085,0.194,0.150234742,0.274647887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607481,Aaron Bummer,L,2019,26,1039,67.2,22.9,9.2,0.256,0.279,15.7,51.4,24.3,71.4,10.3,96.2,260,2.18085,5.7867,5.756,98.8,90.38769231,2191.5,-0.1374,0.24055,0.282,0.198653199,0.296296296,0.5,0.5,6,2.4293,5.73055,5.946,91.9,89.36666667,1534,1.116,0.1481,0.063,0,0,3.1,3.1,31,2.2213,5.7029,5.473,86.3,84.93548387,2276,-1.2521,0.2558,0.27,0.151515152,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650644,Aaron Civale,R,2019,24,861,57.2,20.3,7,0.278,0.313,15.6,41.9,21.3,41.5,26.2,67.9,279,-1.256,6.1104,5.467,93.3,88.36236559,2610,0.4298,0.769,0.247,0.106007067,0.240282686,6.6,6.6,57,-1.5622,5.8575,5.556,87.6,84.24912281,2098,-1.3318,0.7802,0.072,0.157894737,0.263157895,25.4,14.4,82,-1.48625,5.94935,5.1715,85.7,83.58292683,2814,0.7966,0.19905,0.154,0.129032258,0.25,25.4,11,95,-1.1761,6.1121,5.044,78.3,75.51894737,2943,1.0705,-1.4108,0.224,0.145833333,0.270833333
606167,Adalberto Mejia,L,2017,24,1742,98,19.2,9.9,0.354,0.402,16.3,47.2,23.7,40.8,23,56.4,982,1.59935,6.11475,5.776,95.6,92.43961303,2452.5,0.8105,1.50665,0.2865,0.057985758,0.236012208,18,18,313,1.4993,6.0995,6.352,87.6,83.39776358,2030,1.2622,1.1256,0.149,0.143312102,0.213375796,25.5,23.2,354,1.6144,6.0185,5.803,89.3,84.27090395,2456.5,-0.2817,0.46575,0.1795,0.189655172,0.330049261,25.5,2.2,34,1.41905,6.2698,5.7345,83.9,79.58235294,2371.5,-0.29115,0.22345,0.2505,0.15,0.325
543045,Adam Conley,L,2019,29,1061,60.2,18.7,10.2,0.337,0.381,15.9,51.6,23.2,40.1,25.9,61.7,655,3.2377,5.9438,6.12,98.7,95.31908397,2331,1.1308,1.1891,0.266,0.093129771,0.239694656,16.8,16.8,179,3.2232,5.9594,6.26,88.8,86.47541899,2036,1.3785,0.7873,0.297,0.150837989,0.217877095,21.3,13.9,135,3.4074,5.9224,6.013,89.9,86.14962963,2137,-0.1728,0.0636,0.165,0.094594595,0.202702703,21.3,7.4,65,3.3448,5.9638,5.957,86.2,82.84615385,2186,-0.3594,-0.3129,0.2485,0.113924051,0.265822785
543045,Adam Conley,L,2016,26,2242,133.1,21.2,10.6,0.322,0.363,15,47,23.5,41.2,24.4,63.3,1337,3.2182,5.9646,5.833,97,91.7170531,2355,1.311766667,1.363866667,0.284,0.062727273,0.244545455,18.6,18.6,389,3.2363,6.066,5.997,90.2,83.54061697,2065,1.513558333,0.984033333,0.2225,0.1625,0.284375,17.9,17.9,368,3.22005,6.0786,5.775,89.4,85.58994565,2122.5,0.348733333,0.605633333,0.205,0.15282392,0.225913621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543045,Adam Conley,L,2017,27,1720,102.2,15.6,9.1,0.362,0.394,16.5,50.3,22.5,42.2,24,63.8,1099,3.0128,6.1471,5.713,94,89.67515924,2304,1.1964,1.2035,0.284,0.062727273,0.244545455,18.6,18.6,320,2.9226,6.22645,5.797,86.1,82.6109375,2078.5,1.53415,0.91025,0.2225,0.1625,0.284375,17.5,17.5,301,2.9632,6.1733,5.662,88.3,84.45714286,2060,0.2692,0.4523,0.205,0.15282392,0.225913621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543045,Adam Conley,L,2018,28,774,50.2,24.8,8.9,0.307,0.371,20.6,48.2,31.1,45.1,24.8,56.8,440,3.38735,5.8016,6.1555,98.3,95.21045455,2265,1.41995,1.0728,0.259,0.079545455,0.240909091,27,27,209,3.3523,5.9252,6.306,89,85.7708134,2041,1.4255,0.7538,0.256,0.277511962,0.33492823,16.1,16.1,125,3.4962,5.8778,6.204,93.3,88.1312,2162,-0.065,0.5782,0.348,0.16,0.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592473,Adam Kolarek,L,2019,30,793,55,19.7,7,0.288,0.329,16,46,24.5,66.7,12.1,82.8,91,1.8641,5.333,6.515,94.7,90.80879121,2201,1.092,1.0897,0.112,0.142857143,0.263736264,9.2,9.2,73,2.6568,4.0193,6.317,83.6,81.37260274,2169,1.676,-0.2158,0.139,0.136986301,0.191780822,7.9,7.9,52,2.8812,4.00175,5.752,78.2,75.49615385,1977,-0.8431,0.7248,0.147,0.111111111,0.301587302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571893,Adam Liberatore,L,2016,29,700,42.2,26.7,9.7,0.256,0.306,16.8,50.6,23.8,40,25.5,67.1,467,1.0875,6.1875,5.603,95.4,92.27687366,2211,0.824683333,1.557366667,0.324,0.08,0.3,19.2,19.2,129,1.1409,6.1359,5.476,90.6,85.97286822,1466,0.8052,0.5698,0.436,0.125,0.166666667,13.5,13.5,79,1.1428,6.1426,5.418,89.6,85.29746835,2107,0.037,0.334733333,NA,0,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605388,Adam Morgan,L,2017,27,905,54.2,27.5,7.9,0.31,0.401,24.9,47.1,34,45.3,21.6,33.1,299,1.1776,5.8765,5.841,97.9,94.35719064,2442,1.3578,1.1224,0.2175,0.053333333,0.193333333,25.1,25.1,227,1.3992,5.7637,6.115,87,82.60132159,1769,1.226,1.0069,0.243,0.228070175,0.320175439,41.6,32.8,239,1.4199,5.7269,5.484,87,82.6041841,2719,-0.7504,0.5745,0.25,0.265993266,0.444444444,41.6,8.8,79,1.1996,5.9897,5.439,80,77.06708861,2844,-0.7571,-0.3955,0.391,0.05,0.375
605388,Adam Morgan,L,2016,26,1937,113.1,18.7,5.7,0.364,0.429,15.1,45.1,24,39.8,23.7,49.2,943,2.0758,6.2754,5.572,95,91.29830329,2341,0.839991667,1.492866667,0.2175,0.053333333,0.193333333,20.8,20.8,399,2.2719,6.1389,5.829,87,79.9037594,1651,0.823291667,1.3051,0.243,0.228070175,0.320175439,29.8,24.4,380,2.40185,6.012,5.418,88.1,83.255,2485,-0.149483333,0.680883333,0.25,0.265993266,0.444444444,29.8,5.4,98,2.1924,6.2256,5.108,81.7,76.27244898,2760.5,-0.725633333,-0.579733333,0.391,0.05,0.375
605388,Adam Morgan,L,2018,28,850,49.1,23.4,10.3,0.29,0.339,18.7,50.7,28.7,53.9,17.7,34.8,296,1.25485,5.9493,5.6775,97.2,93.97972973,2441.5,1.0378,1.1143,0.177,0.033783784,0.209459459,15.4,15.4,131,1.4696,5.842,6.106,86.7,83.30458015,1753,0.9291,0.8514,0.121,0.20610687,0.320610687,49.7,41.6,329,1.5087,5.8139,5.276,87.1,80.92644377,2868,-1.4058,0.172,0.1415,0.152542373,0.370056497,49.7,8.1,68,1.22065,6.0811,5.298,83.1,78.13970588,2983,-0.83025,-1.0107,0.094,0.15942029,0.376811594
493603,Adam Ottavino,R,2018,33,1271,77.2,36.2,11.7,0.233,0.292,21.9,49.3,32.9,44.2,25.3,52.9,654,-2.62785,5.4513,6.8355,97,92.73608563,2328.5,-0.98535,0.53205,0.16,0.106983655,0.326894502,0.2,0.2,3,-2.7484,5.2609,6.898,89.9,88.23333333,1766,-0.6543,0.5519,NA,0,0,46.8,46.8,591,-3.0366,5.3399,6.33,86.2,81.36700508,2786,1.3543,0.0455,0.129,0.144537815,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592644,Adam Plutko,R,2018,27,1267,76.2,18.4,7.1,0.339,0.39,14.8,50,19.1,28.5,37.2,59.7,757,-1.5495,6.2121,5.734,94.3,90.98811096,2257,-0.3409,1.625,0.25,0.066050198,0.21003963,9.7,9.7,123,-1.6866,6.2202,5.688,87.5,84.36341463,1876,-0.5631,1.1232,0.348,0.06504065,0.18699187,30.5,20.6,211,-1.7963,6.1162,5.342,86.8,82.17488152,2480,0.4443,0.4844,0.113,0.145038168,0.263358779,30.5,9.8,125,-1.5871,6.2655,5.107,78.3,75.44,2850,0.7509,-0.9219,0.187,0.096,0.248
592644,Adam Plutko,R,2019,28,1794,109.1,16.9,5.6,0.326,0.369,12.6,48,18.8,31.9,28.2,53.9,968,-1.67295,6.12115,5.946,93.8,91.09142562,2268,-0.34415,1.539,0.265,0.070247934,0.243801653,11.2,11.2,200,-1.8786,6.018,6.0025,86.9,84.1205,1640.5,-0.70585,1.0247,0.195,0.069651741,0.194029851,34.8,24.1,433,-1.8773,6.0242,5.673,89.1,85.8551963,2466,0.3587,0.6751,0.215,0.115207373,0.253456221,34.8,10.6,190,-1.9501,5.99785,5.3,81,77.30578947,2890,0.83035,-0.5734,0.1245,0.09947644,0.298429319
476589,Adam Warren,R,2017,30,938,57.1,24.2,6.7,0.274,0.332,18.9,42.6,23.4,43.8,25.5,38.9,364,-1.2371,5.84035,6.2365,95.2,92.81401099,2214,-0.46155,1.4945,0.206,0.079452055,0.263013699,10.1,10.1,95,-1.4955,5.7062,6.29,87.2,85.29684211,1745,-1.513,0.6059,0.193,0.147368421,0.168421053,50.9,43.3,396,-1.39775,5.8859,5.813,90,86.36338384,2307.5,0.3999,0.4943,0.2265,0.103194103,0.262899263,50.9,7.5,70,-1.36755,5.89175,5.774,82.5,79.96857143,2139.5,0.4267,-0.81085,0.086,0.070422535,0.267605634
476589,Adam Warren,R,2016,29,1162,65.1,18.8,10.5,0.324,0.366,17.7,46.2,23.5,44.6,25.1,43.8,489,-1.2359,5.8446,6.312,96.1,93.45807771,2233,-0.562808333,1.574566667,0.206,0.079452055,0.263013699,14.5,14.5,161,-1.5817,5.6886,6.397,87.6,85.07267081,1709,-1.303175,0.8063,0.193,0.147368421,0.168421053,41.6,30.8,331,-1.377,5.9379,5.887,91.9,87.77915408,2310,0.325075,0.760433333,0.2265,0.103194103,0.262899263,41.6,10.7,120,-1.3583,5.90845,5.7515,83,80.10166667,2246,0.4816375,-0.74815,0.086,0.070422535,0.267605634
476589,Adam Warren,R,2018,31,987,51.2,23.3,9,0.334,0.4,18.7,40,26.1,38.3,29.5,40.1,396,-1.08665,5.8385,6.169,94.5,91.84545455,2205.5,-0.29725,1.4025,0.402,0.095959596,0.26010101,8.3,8.3,81,-1.3935,5.7191,6.218,86.7,84.65679012,1824,-1.2967,0.5413,0.394,0.109756098,0.146341463,51.5,45.7,439,-1.2773,5.8666,5.693,88.7,85.17972665,2276,0.5919,0.3074,0.224,0.110619469,0.267699115,51.5,5.7,57,-1.3246,5.859,5.693,82.6,79.78596491,2185,0.5732,-0.9612,0.0695,0.087719298,0.368421053
592665,Addison Reed,R,2016,28,1179,77.2,29.9,4.3,0.262,0.364,20.5,55.9,26.1,42,26,72.5,846,-2.20725,6.0203,6.9295,95.9,93.02966903,2137,-0.402070833,1.5416,0.2975,0.119496855,0.294339623,0.1,0.1,2,-2.34845,5.94505,6.8175,86.1,86.05,1779,-0.939254167,1.239883333,NA,0,0,27.3,27.3,252,-2.3691,5.9507,6.6755,91.3,86.80793651,2040.5,0.129545833,0.5053,0.1825,0.170918367,0.25255102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592665,Addison Reed,R,2017,29,1188,76,24.8,4.9,0.308,0.394,21.5,56.3,25.9,40.7,27.6,66.9,795,-2.3588,5.9367,6.697,95.9,92.29069182,2163,-0.349,1.3956,0.2975,0.119496855,0.294339623,0,0,1,-2.4645,5.4501,6.804,86.3,86.3,1711,-0.9229,0.8868,NA,0,0,32.9,32.9,390,-2.5411,5.8585,6.431,88.7,85.33538462,2091.5,0.2755,0.3467,0.1825,0.170918367,0.25255102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605288,Adrian Houser,R,2019,26,1810,111.1,25.3,8,0.281,0.336,17.9,49.2,24.3,55.4,17.8,67.4,1244,-1.122,6.15635,6.472,97.4,94.41720257,2167.5,-1.0351,0.89915,0.152,0.094855305,0.278938907,6.7,6.7,124,-1.20175,6.12165,6.27,87.5,85.41290323,1517,-1.117,0.386,0.315,0.14516129,0.25,25.8,11.8,213,-1.1725,6.1786,6.292,91.6,87.92723005,2232,0.3559,0.4214,0.33,0.128440367,0.28440367,25.8,13.9,256,-1.0074,6.2349,6.0315,84.4,80.6046875,2009.5,0.2299,-1.3052,0.326,0.06640625,0.3125
573109,AJ Ramos,R,2016,30,1106,64,26.3,12.6,0.314,0.37,17.5,45.7,30.2,39.2,16.9,43.4,465,-2.4514,5.5545,5.956,97.3,92.30516129,2467,-0.498791667,1.574566667,0.29,0.056790123,0.266666667,17.5,17.5,187,-2.5124,5.472,6.04,89.6,85.77433155,1505,-1.300391667,0.490966667,0.145,0.198979592,0.285714286,38.9,33.3,324,-2.6163,5.5223,5.279,84.2,80.55185185,2730.5,0.634025,-0.2515,0.197,0.14556962,0.386075949,38.9,5.6,59,-2.6382,5.6194,5.543,81.5,75.81186441,2690,0.826075,-1.084266667,1.3905,0.076923077,0.307692308
573109,AJ Ramos,R,2017,31,1101,58.2,27.9,13.2,0.309,0.368,19.4,44.4,31.5,41.3,23.3,36.7,405,-2.4507,5.7005,5.934,96,92.35358025,2281,-0.2604,1.466,0.29,0.056790123,0.266666667,17.8,17.8,195,-2.5537,5.6026,6.032,89.1,85.41230769,1445,-1.0151,0.654,0.145,0.198979592,0.285714286,45.4,43,470,-2.5587,5.68265,5.122,83.6,80.10723404,2611,0.8804,-0.3908,0.197,0.14556962,0.386075949,45.4,2.3,26,-2.5358,5.67135,5.561,77.4,75.23461538,2632.5,0.8337,-1.1101,1.3905,0.076923077,0.307692308
544150,Albert Suarez,R,2016,27,1353,84,15.2,7.3,0.324,0.355,14.8,47.3,20.5,49.8,19.2,57.5,280,-1.7281,6.1222,6.2255,96,92.44821429,2283.5,-0.682491667,1.29865,0.39,0.057894737,0.294736842,11.8,11.8,160,-1.9146,5.86625,6.499,87.1,83.886875,2109,-1.318483333,0.8407,0.395,0.152173913,0.369565217,30.5,20.6,107,-1.8334,5.8894,5.964,82.4,77.95514019,2293,0.656291667,-0.267266667,0.247,0.274725275,0.461538462,30.5,9.9,133,-1.839,6.0207,5.742,76.4,74.86315789,2353,1.043175,-0.6514,0.188,0.120567376,0.283687943
594742,Alec Asher,R,2017,26,1068,60,17.7,8.7,0.335,0.364,15.3,44.8,21.3,38.3,21.8,77.1,821,-2.0897,5.8114,6.255,95.1,89.86504263,2425,-1.0074,1.0599,0.179,0.067961165,0.258495146,8.3,8.3,89,-2.0335,5.7993,6.446,85.7,82.71123596,1850,-1.2414,1.1431,0.196,0.157303371,0.269662921,14.5,0.1,2,-1.87265,5.9819,5.6415,81.8,81.65,2580,0.644,-0.2618,NA,0,0,14.5,14.3,147,-2.0371,5.8523,5.764,82,79.11292517,2608,0.4548,-0.4762,0.141,0.156862745,0.294117647
592222,Alex Claudio,L,2017,25,1128,82.2,17.3,4.6,0.265,0.302,14.5,48.9,21.5,67.6,10.8,56.6,2,2.99645,4.38865,5.9965,86,85.9,2066,1.28225,0.70905,NA,0,0,30,30,339,3.081,4.6342,6.045,75.2,71.05575221,2225,1.4357,-0.2346,0.167,0.156342183,0.303834808,13.2,13.2,106,3.12395,4.7826,5.467,79.1,77.11226415,2235,-0.4469,0.35755,0.082,0.173333333,0.353333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543542,Alex Meyer,R,2017,27,1156,67.1,25.7,14.4,0.324,0.367,16.7,45.3,28,46.8,21.1,58.3,675,-2.0817,5.3756,7.042,99.4,95.72785185,2351,-1.2341,1.0177,0.2725,0.066666667,0.260740741,1.3,1.3,16,-2.2794,5.3903,7.1515,92.2,89.98125,2025.5,-1.131,0.8776,0.207,0.0625,0.1875,40.2,3.2,38,-2.3232,5.319,6.5515,96,85.53684211,2462.5,0.43095,-0.56475,0.061,0.052631579,0.289473684,40.2,36.9,420,-2.11095,5.3978,6.504,88.5,85.05,2488,0.4967,-0.4729,0.215,0.182669789,0.37236534
543935,Alex Wilson,R,2018,32,941,61.2,17.6,6.1,0.311,0.353,9.4,38.4,20.6,49.7,18.4,41.8,394,-0.5229,5.80355,6.273,94.1,92.09923858,2121.5,-0.8619,1.23395,0.2235,0.053299492,0.248730964,1.8,1.8,17,-0.6622,5.7289,6.015,89.7,88.39411765,1620,-1.1648,0.8493,0.2525,0,0.117647059,56.3,53.6,503,-0.5867,5.7505,6.012,89,86.52763419,2420,0.4197,0.4894,0.1695,0.124752475,0.251485149,56.3,2.6,23,-0.5082,5.8775,5.879,82.8,81.22608696,2394,0.3286,-0.2415,0.16,0.04,0.2
543935,Alex Wilson,R,2017,31,945,60,16.2,5.8,0.337,0.384,12.8,49.1,18.9,42.5,20.5,58.6,553,-0.7533,5.7065,6.434,95.5,92.84719711,2187,-0.7616,1.3351,0.2165,0.06294964,0.21942446,0.3,0.3,3,-1.0193,5.6519,6.518,89.1,88.43333333,1967,-1.5346,0.4267,0.089,0,0,41,34.4,326,-0.8382,5.6342,6.1895,90.5,88.08619632,2517.5,0.3847,0.7006,0.2325,0.119631902,0.220858896,41,6.5,60,-0.64005,5.73375,5.957,84.2,81.82666667,2485,0.29065,-0.45645,0.6045,0.112903226,0.274193548
543935,Alex Wilson,R,2016,30,1112,73,16.5,7.1,0.301,0.337,9.4,42.9,20.7,44.7,21.2,56.9,622,-0.901,5.70875,6.372,95.8,92.38231511,2122.5,-0.867583333,1.432666667,0.2165,0.06294964,0.21942446,0.6,0.6,7,-1.0571,5.7267,6.426,89.5,88.05714286,1865,-1.40755,1.032766667,0.089,0,0,42.4,38.8,407,-0.9529,5.6411,6.144,91.7,87.56216216,2478,0.2374,0.863633333,0.2325,0.119631902,0.220858896,42.4,3.5,29,-0.7822,5.9121,5.949,84.2,82.05517241,2487,0.301416667,-0.250066667,0.6045,0.112903226,0.274193548
607237,Amir Garrett,L,2017,25,1235,70.2,19.6,12.5,0.374,0.424,13.5,50,19.9,43.5,29.6,62.1,767,2.253,5.8,6.299,97.1,91.63976532,1958,0.7134,1.2933,0.316,0.036505867,0.215123859,14.7,14.7,182,1.96035,5.949,6.583,85.4,80.84725275,1575,0.70435,1.36615,0.2235,0.115384615,0.247252747,23.1,23.1,241,2.1528,5.6349,6.172,84.4,79.64107884,1586,-0.3105,0.4275,0.26,0.199300699,0.321678322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607237,Amir Garrett,L,2018,26,999,63,26.9,9.5,0.296,0.363,24.3,48.9,32,39.4,24.8,63.1,631,2.4016,5.8353,6.427,98.3,94.98748019,2085,0.9318,1.1244,0.267,0.069620253,0.237341772,3.4,3.4,34,2.31755,5.85205,6.767,87.4,84.54411765,1786,1.0391,1.0766,0.123,0.171428571,0.228571429,33.4,33.4,319,2.4827,5.6874,6.384,87.4,83.58840125,1740,-0.1485,0.2259,0.138,0.260479042,0.380239521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452027,Andrew Albers,L,2017,32,723,41,20.8,5.6,0.319,0.376,14,53.1,17.2,34.4,28.9,64.7,180,2.46905,5.986,5.9375,91.3,88.36222222,2088.5,0.7138,1.68105,0.197,0.1,0.227777778,7.7,7.7,56,2.4323,6.154,5.5595,81.6,79.13035714,1214,0.98745,0.668,0.178,0.017857143,0.125,27.5,19.3,119,2.4383,6.0168,5.537,81.1,78.3512605,2251,-0.2288,0.1535,0.392,0.064285714,0.185714286,27.5,8.1,59,2.3831,6.088,5.381,71.6,69.26271186,2248,-0.8271,-0.6003,0.095,0.152542373,0.203389831
488768,Andrew Cashner,R,2016,30,2358,132,19,10.2,0.36,0.407,10.4,45.7,18.6,48.3,20.1,66.5,1524,-1.19215,6.11895,5.5855,98.8,94.11574803,2184,-1.001183333,1.50505,0.222,0.048295455,0.242613636,6.4,6.4,150,-1.2715,6.1426,5.8485,89.5,85.69066667,1581,-1.068679167,0.96325,0.137,0.095774648,0.2,26.9,26.5,543,-1.2673,6.1,5.478,90.7,85.80791897,2174,0.22905,0.447966667,0.213,0.100671141,0.201342282,26.9,0.4,9,-1.3259,6.2539,5.258,80.2,78.54444444,2299,0.727266667,-0.439266667,0.314,0.041284404,0.220183486
488768,Andrew Cashner,R,2018,32,2647,153,14.5,9.5,0.358,0.385,10.2,48.4,17.2,41.6,25.5,60.4,1600,-0.87035,6.5311,5.308,96.9,92.3720625,2100,-1.0799,1.29555,0.259,0.039375,0.251875,13.1,13.1,347,-0.8486,6.5753,5.553,86.3,83.65273775,1458,-1.1227,0.6595,0.261,0.149855908,0.262247839,26.4,12.8,341,-1.0326,6.4588,5.266,91.1,85.7085044,2159,0.1967,0.4522,0.225,0.131964809,0.205278592,26.4,13.5,357,-0.8929,6.6441,4.839,85.3,80.95294118,2313,0.5069,-0.6446,0.232,0.055710306,0.206128134
488768,Andrew Cashner,R,2019,33,2511,150,17,9.1,0.345,0.378,16.8,46.1,22.5,49.4,23.8,48.2,1211,-0.8305,6.5833,5.274,98.2,93.81337737,2206,-0.6722,1.421,0.303,0.062758051,0.262592898,27.8,27.8,698,-0.61915,6.73825,5.472,88.8,84.51017192,1539,-1.03455,0.79095,0.185,0.154285714,0.242857143,23.8,13,317,-0.9685,6.5631,5.23,90.2,85.77697161,2262,0.3379,0.2198,0.273,0.125,0.277439024,23.8,10.8,272,-0.8444,6.67955,4.806,84.5,80.59963235,2344.5,0.94675,-0.88995,0.2405,0.055147059,0.198529412
488768,Andrew Cashner,R,2017,31,2631,166.2,12.2,9.1,0.334,0.338,9.9,49.8,14.9,48.8,18.9,66.8,1760,-1.13755,6.27925,5.6875,98.2,93.21835227,2098,-1.2055,1.13525,0.222,0.048295455,0.242613636,13.4,13.4,355,-1.1773,6.3287,5.851,88.5,84.91943662,1484,-1.2315,0.686,0.137,0.095774648,0.2,19.6,11.3,298,-1.31845,6.2515,5.5735,92.9,88.12718121,2053,-0.0858,0.5521,0.213,0.100671141,0.201342282,19.6,8.2,217,-1.1625,6.3845,5.307,86.1,81.72488479,2230,0.3878,-0.5638,0.314,0.041284404,0.220183486
605177,Andrew Chafin,L,2017,27,878,51.1,27.6,9.5,0.305,0.385,14.6,43.2,27.1,57.7,13.9,61,176,1.5933,6.172,6.4685,96.5,93.45397727,2134,0.78965,1.23655,0.345,0.028409091,0.272727273,0.4,0.4,4,1.68525,5.80365,6.5025,87.1,85.85,1859,1.1551,1.05855,0.064,0,0,38.4,38.3,336,1.84315,5.88465,6.198,86,82.52410714,2290.5,-0.1507,-0.06225,0.3235,0.207715134,0.296735905,38.4,0.1,1,-5.8655,6.5124,2.8979,56.2,56.2,1504,0.144,3.775,NA,0,0
605177,Andrew Chafin,L,2018,28,878,49.1,25.1,11.8,0.309,0.357,17.3,42.8,32.3,51.1,14.5,56.6,211,1.6195,6.2036,6.455,96.4,93.54597156,2154,0.7795,1.267,0.228,0.061611374,0.341232227,0.9,0.9,8,1.78785,5.86255,6.5325,87,85.775,1732,0.95155,1.1335,0.1485,0.125,0.125,42.4,42.4,371,1.8329,5.9729,6.181,85.9,82.93126685,2314,-0.0765,-0.0269,0.224,0.235924933,0.289544236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552640,Andrew Kittredge,R,2019,29,817,49.2,27.6,5.7,0.28,0.355,19.5,45,31.5,50,20.3,58.1,475,-1.9868,5.8769,6.466,97.2,94.91094737,2307,-1.4023,0.9545,0.215,0.092631579,0.269473684,4.5,4.5,34,-1.8742,6.02715,6.0285,88.2,85.90882353,1070.5,-0.57505,0.1527,0.237,0.289473684,0.368421053,37.3,37.3,247,-2.2085,5.8047,6.099,91,88.40526316,2755,0.5916,0.1432,0.146,0.252459016,0.383606557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453192,Andrew Miller,L,2019,34,961,54.2,29.7,11.4,0.308,0.371,19.9,48.8,30.8,38.2,29,38.6,371,2.0007,5.7088,6.817,96.7,92.43530997,2090,0.6265,1.1572,0.3055,0.067385445,0.296495957,0.1,0.1,1,2.357,5.4088,6.387,84.2,84.2,2732,-1.0014,-0.2474,NA,1,1,61.2,61.2,585,2.3602,5.3385,6.266,86.3,82.37863248,2599,-0.9404,-0.0443,0.2085,0.169779287,0.337860781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
