pitcher,player_name,Handedness,year,player_age,n,p_formatted_ip,p_k_percent,p_bb_percent,xwoba,xwobacon,z_swing_miss_percent,in_zone_percent,whiff_percent,groundballs_percent,flyballs_percent,n_fastball_formatted,N_FB,Rel_X_FB,Rel_Z_FB,Extension_FB,Max_Velo_FB,Avg_Velo_FB,Spin_FB,H_Break_FB,V_Break_FB,xwOBA_FB,SwStr_FB,CSW_FB,n_offspeed_formatted,n_ch_formatted,N_CH,Rel_X_CH,Rel_Z_CH,Extension_CH,Max_Velo_CH,Avg_Velo_CH,Spin_CH,H_Break_CH,V_Break_CH,xwOBA_CH,SwStr_CH,CSW_CH,n_breaking_formatted.x.x,n_sl_formatted,N_SL,Rel_X_SL,Rel_Z_SL,Extension_SL,Max_Velo_SL,Avg_Velo_SL,Spin_SL,H_Break_SL,V_Break_SL,xwOBA_SL,SwStr_SL,CSW_SL,n_breaking_formatted.x.y,n_cukc_formatted,N_CB,Rel_X_CB,Rel_Z_CB,Extension_CB,Max_Velo_CB,Avg_Velo_CB,Spin_CB,H_Break_CB,V_Break_CB,xwOBA_CB,SwStr_CB,CSW_CB
605154,John Brebbia,R,2018,28,833,50.2,28.7,7.7,0.277,0.359,25.3,50.5,29.6,33.1,30.8,53,442,-2.08735,5.9289,6.479,97.8,94.6081448,2386,-0.7838,1.45115,0.2205,0.140271493,0.287330317,1.4,1.4,12,-2.36635,5.45655,6.63,90.4,88.625,2228.5,-1.27475,0.8142,0.477,0,0.166666667,45.4,45.4,334,-2.21985,5.8259,6.118,87.1,82.79610778,2631.5,0.72045,0.09655,0.1665,0.113456464,0.36939314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607231,John Gant,R,2018,26,1873,114,19.5,11.7,0.314,0.341,20.4,50.9,26.4,46.5,20.1,55.3,1037,-2.6235,5.9908,6.217,96.5,93.2051109,2428,-1.1698,1.1888,0.287,0.080038573,0.268081003,27.5,27.5,514,-2.39245,6.14975,6.0695,84.4,81.52042802,1535,-0.9966,0.51945,0.201,0.195736434,0.271317829,17,5.1,92,-2.43835,6.13045,5.888,87.6,83.375,2524.5,0.27555,-0.0204,0.358,0.104166667,0.302083333,17,11.9,224,-2.26025,6.24345,5.9765,79.5,76.0625,2579.5,0.7131,-1.1852,0.238,0.09375,0.388392857
607644,John Means,L,2019,26,2680,155,19,6,0.305,0.348,18.8,46,22.2,31.8,31.8,50.8,1362,0.60715,6.6811,5.8575,94.7,91.73737151,2380,0.4874,1.6501,0.229,0.069750367,0.232745962,28.8,28.8,773,0.8136,6.651,5.714,85,80.85937904,2334,1.0275,1.5279,0.165,0.138242894,0.248062016,20.3,14.1,378,0.7723,6.567,5.806,88,83.64708995,2319,-0.397,0.4991,0.116,0.131578947,0.236842105,20.3,6.1,165,0.8545,6.5716,5.462,83.4,76.95333333,2248,-0.2387,-0.3372,0.414,0.072727273,0.327272727
456501,Johnny Cueto,R,2017,31,2519,147.1,21,8.2,0.362,0.429,17.2,44.8,23.2,41.2,21.3,56.4,1422,-2.23445,5.7627,5.505,95.1,90.84472574,2187,-0.8058,1.31725,0.247,0.070028011,0.216386555,20.4,20.4,513,-2.4082,5.6356,5.543,86.9,81.97602339,1398,-0.9036,0.4876,0.389,0.225680934,0.321011673,23.1,23,578,-2.3788,5.73735,5.434,87.6,83.96903114,2235,0.29155,0.735,0.3145,0.086206897,0.270689655,23.1,0.1,3,-2.2748,5.8876,5.584,79.9,78.33333333,1360,-0.1547,0.4686,NA,0,0
456501,Johnny Cueto,R,2016,30,3290,219.2,22.5,5.1,0.297,0.358,15.4,48.1,21.8,52.2,16,61.8,1994,-2.00895,5.8941,5.694,96,91.2058676,2283,-0.999791667,1.2793,0.247,0.070028011,0.216386555,19.9,19.9,643,-2.2252,5.7879,5.676,89.7,83.30699844,1468,-1.091641667,0.430766667,0.389,0.225680934,0.321011673,18.2,17.7,516,-2.22005,5.85905,5.4535,87,84.31686047,2304,0.080141667,0.631433333,0.3145,0.086206897,0.270689655,18.2,0.4,12,-2.16055,6.107,5.3745,79.5,74.38333333,2301,0.142766667,-0.037933333,NA,0,0
456501,Johnny Cueto,R,2018,32,793,53,17.8,6.1,0.32,0.354,14.4,48.9,21.8,44.9,22.8,46.4,368,-2.24005,5.7446,5.3845,94.6,89.47119565,2183.5,-1.02045,1.20465,0.1795,0.04076087,0.211956522,25.5,25.5,202,-2.33345,5.6508,5.402,86.5,81.72574257,1369,-1.01855,0.2592,0.138,0.187192118,0.334975369,27.9,25.9,200,-2.34775,5.7037,5.243,88.4,82.8665,2277,0.2687,0.41435,0.151,0.082524272,0.247572816,27.9,2,14,-2.20355,5.7647,5.044,81.9,79.38571429,2441,0.278,-0.31435,1.41,0.1875,0.375
592351,Jon Gray,R,2019,28,2372,150,23.5,8.8,0.325,0.391,15.7,50.9,26.4,51.8,19.4,52.4,1244,-2.07295,5.9053,6.0515,98.8,96.01559486,2073.5,-0.92415,0.92735,0.307,0.057028112,0.25060241,2.9,2.9,69,-1.8451,6.1298,6.219,88.7,86.65507246,1530,-0.7931,0.7276,0.258,0.086956522,0.231884058,44.6,33.5,793,-1.898,6.2161,5.897,91.5,88.34464061,2221,0.1417,0.4251,0.217,0.21509434,0.352201258,44.6,11,262,-1.73835,6.281,5.7385,84.8,78.63244275,2525.5,0.8612,-0.5768,0.239,0.129277567,0.239543726
592351,Jon Gray,R,2017,26,1831,110.1,24.3,6.5,0.306,0.375,13.4,52,22.6,48.6,16.4,56.5,1035,-2.0434,5.8665,6.588,99,95.97594203,2073,-0.7045,1.299,0.266,0.041505792,0.261583012,2.1,2.1,40,-2.0198,5.96365,6.687,92.8,88.6025,1753,-0.6454,1.10885,0.584,0.175,0.35,41.2,27.4,502,-1.97345,5.9951,6.522,93.3,89.66912351,2214,0.22815,0.6429,0.1655,0.163021869,0.318091451,41.2,13.8,250,-1.89315,6.04395,6.4015,84.1,80.1372,2526.5,0.63135,-0.565,0.236,0.118577075,0.359683794
592351,Jon Gray,R,2018,27,2793,172.1,24.6,7,0.307,0.375,18,50.9,29.3,49.3,20,49.6,1388,-2.0144,5.8405,6.3585,97.9,94.71368876,2021,-0.71685,1.09715,0.2585,0.064074874,0.277897768,1.6,1.6,46,-1.94375,5.9851,6.505,89.7,86.30434783,1559.5,-0.70285,0.95615,0.5335,0.130434783,0.195652174,48.6,33.9,949,-1.8983,6.0293,6.31,93,87.82065332,2188,0.1906,0.512,0.214,0.19012605,0.334033613,48.6,14.6,410,-1.79315,6.088,6.239,83.1,79.62317073,2456,0.4933,-0.50965,0.239,0.180487805,0.346341463
592351,Jon Gray,R,2016,25,2787,168,26,8.3,0.313,0.384,16.3,51.5,26.7,44.8,16.5,55.2,1521,-2.6439,5.9023,6.723,99.4,95.77468771,2191,-0.791041667,1.3954,0.266,0.041505792,0.261583012,7.4,7.4,204,-2.5761,5.9759,6.808,90.9,85.90147059,1639,-0.855754167,1.089383333,0.584,0.175,0.35,37.3,26.3,612,-2.67005,5.9148,6.6745,93.3,89.22189542,2387,0.081533333,0.682316667,0.1655,0.163021869,0.318091451,37.3,10.9,299,-2.5012,6.059,6.515,82.4,78.33244147,2588,0.792675,-0.585466667,0.236,0.118577075,0.359683794
656547,Jonathan Holder,R,2018,25,1031,66,22.1,7,0.292,0.348,17.7,48.6,24.1,30.7,33.3,67.6,670,-1.5113,6.08335,6.211,94.9,91.58850746,2340,-0.16975,1.33085,0.148,0.104734577,0.292682927,16.5,16.5,171,-1.6906,5.9343,6.402,87.4,85.39649123,1846,-1.243,0.5118,0.242,0.122807018,0.239766082,15.8,13.9,133,-1.4167,6.0634,5.604,83,80.69924812,2691,0.9401,-0.3267,0.338,0.104166667,0.305555556,15.8,1.8,19,-1.147,6.184,5.589,77.1,75.95789474,2855,1.0645,-1.1643,0.4305,0.052631579,0.210526316
656547,Jonathan Holder,R,2019,26,690,41.1,25.4,6.1,0.294,0.366,20,52.5,25.7,38.5,27.9,58.5,401,-1.1764,6.0177,6.264,94.9,91.69426434,2338,-0.2063,1.3805,0.305,0.128712871,0.311881188,16.5,16.5,114,-1.3211,5.9047,6.4235,88.1,86.04035088,1804.5,-1.188,0.6105,0.134,0.114035088,0.184210526,24.9,24.9,157,-1.2081,5.9812,5.625,86,80.70127389,2787,1.0512,-0.3712,0.226,0.104651163,0.331395349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543475,Jordan Lyles,R,2016,26,949,58.2,11.7,10.3,0.327,0.324,12,45.6,17.7,51.9,13,59.4,558,-1.91495,6.04265,6.5135,96.7,93.51487455,2041.5,-0.701975,1.029183333,0.277,0.061764706,0.252941176,8.2,8.2,78,-1.97115,6.07635,6.395,86.5,84.12820513,1760,-0.944820833,0.956083333,0.262,0.135135135,0.216216216,32.3,23.1,210,-1.8586,6.13515,6.286,92.1,89.32857143,2211.5,0.2102625,0.5612,0.247,0.093117409,0.20242915,32.3,9.1,86,-1.7317,6.23115,5.739,84.4,78.58255814,2274,0.380045833,-0.771083333,0.2855,0.152,0.252
543475,Jordan Lyles,R,2017,27,1250,69.2,17,6.8,0.356,0.401,14.4,49.5,21.7,50.2,21,54.3,679,-2.5473,6.0097,6.603,97.7,93.77025037,2193,-0.8456,1.1192,0.277,0.061764706,0.252941176,5.9,5.9,74,-2.3285,5.93795,6.6005,89.6,85.74189189,1605,-1.18315,0.39775,0.262,0.135135135,0.216216216,39.7,19.7,247,-2.5106,6.0597,6.428,93.2,89.78259109,2338,0.2176,0.6244,0.247,0.093117409,0.20242915,39.7,20,249,-2.4439,6.0597,6.131,88.3,83.662249,2460,0.2285,-0.6027,0.2855,0.152,0.252
543475,Jordan Lyles,R,2019,29,2377,141,24.4,9.2,0.308,0.369,14.8,48.3,24,41.8,28.5,51.9,1235,-1.723,6.1647,6.705,95.5,92.60283401,2164,-0.5727,1.3586,0.194,0.092307692,0.256680162,6.9,6.9,165,-1.8696,6.0547,6.686,89.7,85.61939394,1489,-1.1428,0.596,0.183,0.114285714,0.244897959,41,9.7,231,-1.7562,6.1283,6.473,90.5,87.45411255,2330,0.3763,0.4474,0.257,0.108225108,0.277056277,41,31.3,745,-1.6479,6.1573,6.254,84.1,80.62644295,2502,0.4827,-1.2236,0.252,0.116778523,0.289932886
543475,Jordan Lyles,R,2018,28,1401,87.2,22.6,7.5,0.299,0.354,13,50.8,23.4,46.5,25.8,48.3,678,-1.30345,5.9316,6.7815,96.8,93.58171091,2073.5,-0.83515,1.22455,0.2295,0.081120944,0.31120944,13.2,13.2,185,-1.5715,5.8055,6.831,90.3,85.8572973,1590,-1.2609,0.3131,0.228,0.118918919,0.156756757,38.4,9.5,134,-1.3234,5.91575,6.6325,92.2,89.03507463,2221.5,0.2617,0.46725,0.2045,0.082089552,0.223880597,38.4,28.8,404,-1.20875,5.95035,6.388,86.9,83.4789604,2296,0.35915,-1.05045,0.167,0.141089109,0.28960396
656756,Jordan Montgomery,L,2017,25,2525,155.1,22.2,7.9,0.313,0.369,16.8,46.7,27.1,41.5,27.8,41.9,1058,0.71055,7.08355,6.029,94.7,91.7778828,2220,0.84135,1.52355,0.25,0.049149338,0.231568998,18.8,18.8,477,0.6941,6.9039,6.081,87.1,84.3,1901,0.7911,1.5062,0.1475,0.150943396,0.259958071,39.2,13.1,330,0.817,6.98145,5.789,88.5,85.72272727,2393.5,-0.1137,0.67565,0.2275,0.180722892,0.286144578,39.2,26,657,0.7251,7.0248,5.584,83.7,80.3761035,2373,-0.1199,-0.1982,0.1835,0.191489362,0.410334347
657141,Jordan Yamamoto,R,2019,23,1376,78.2,25.2,11.1,0.309,0.358,14.7,48.3,22.8,36.6,27.2,67.8,993,-1.3527,5.8946,5.979,95.3,90.02286002,2297,-0.4997,1.4059,0.2855,0.076228686,0.271815446,3.5,3.5,59,-1.858,5.4733,5.84,88.2,83.01694915,1810,-1.2794,0.6079,0.2015,0.05,0.233333333,28.6,14.8,217,-1.6288,5.6036,5.563,82.8,79.06958525,2798,1.2752,-0.4272,0.1855,0.165898618,0.285714286,28.6,13.8,198,-1.35465,5.82725,5.881,81.2,74.61212121,2621,0.9796,-1.1918,0.313,0.090909091,0.222222222
519455,Jordan Zimmermann,R,2019,33,1866,112,16.3,5,0.371,0.425,12.7,46.7,20.4,43,21.7,46.8,874,-1.96865,5.76575,6.0675,92.5,90.40503432,2277,-0.6557,1.2497,0.271,0.054919908,0.268878719,2,2,39,-2.0477,5.7639,5.934,88.4,87.10512821,1702,-1.0787,0.5047,0.205,0.025641026,0.102564103,51,31.5,587,-2.0426,5.7014,5.893,88.5,85.83424191,2294,0.3001,0.6377,0.265,0.106960951,0.271646859,51,19.5,322,-1.98105,5.76185,5.4995,83.6,80.11770186,2388.5,0.4519,-0.44385,0.18,0.131868132,0.274725275
519455,Jordan Zimmermann,R,2016,30,1706,105.1,14.7,5.8,0.34,0.375,12.2,51.8,17.5,44.1,24.2,52.4,889,-1.8738,5.939,6.098,95.9,92.4287964,2378,-0.765991667,1.564533333,0.2105,0.056061668,0.238262088,3.2,3.2,55,-1.9242,5.9018,5.963,91.6,87.64,1691,-1.237766667,0.7762,0.509,0.092592593,0.179012346,44.3,31.1,492,-1.97525,5.82725,5.8595,91.3,87.68394309,2434,0.092666667,0.783366667,0.2135,0.137285491,0.241809672,44.3,13.2,198,-1.8339,5.9202,5.5495,83.9,80.49292929,2404,0.288195833,-0.4751,0.351,0.080097087,0.310679612
519455,Jordan Zimmermann,R,2017,31,2640,160,14.4,6.2,0.373,0.414,12.2,53.5,18,34.7,26.5,53.9,1426,-2.1604,5.7831,6.061,94.6,92.21690042,2349,-0.73915,1.36645,0.2105,0.056061668,0.238262088,6.1,6.1,162,-2.181,5.731,6.1845,88.3,86.33950617,2262,-1.23785,0.74105,0.509,0.092592593,0.179012346,39.8,24.2,635,-2.2001,5.7183,5.917,91.6,87.04377953,2360,0.2579,0.6155,0.2135,0.137285491,0.241809672,39.8,15.6,400,-2.125,5.7575,5.6045,86.8,80.78675,2438,0.42595,-0.48275,0.351,0.080097087,0.310679612
519455,Jordan Zimmermann,R,2018,32,2073,131.1,20,4.7,0.328,0.391,13.6,48.1,20.7,36.9,27.1,45.1,936,-2.25905,5.83215,6.045,93.5,91.13344017,2303,-0.6275,1.32975,0.2705,0.036324786,0.25534188,5.6,5.6,117,-2.2823,5.7846,6.023,89.5,86.64871795,2041,-1.2166,0.5199,0.2255,0.111111111,0.213675214,49.2,33.2,689,-2.3113,5.7653,5.959,89.6,86.7490566,2362,0.2715,0.6492,0.2115,0.145137881,0.275761974,49.2,15.9,297,-2.1961,5.8456,5.703,84,80.36195286,2401,0.4354,-0.5312,0.223,0.126888218,0.33836858
605347,Jorge Lopez,R,2019,26,2059,123.2,19.9,7.7,0.359,0.415,13.3,48,21.5,47.3,25.3,54.3,1118,-1.7899,5.96205,6.2495,97.1,94.1019678,1924,-1.02195,1.0188,0.247,0.042001787,0.226988382,7.4,7.4,153,-1.8905,5.8713,6.142,90.9,87.46666667,1566,-1.181,0.4807,0.318,0.12987013,0.227272727,38.1,6,124,-1.96455,6.0237,5.939,92.6,88.44274194,2198.5,0.12615,0.5228,0.352,0.176,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605347,Jorge Lopez,R,2018,25,885,53.2,16.2,9.4,0.35,0.384,12.4,48.5,20.3,45.1,22,51.5,456,-2.23225,5.81045,6.287,96.2,93.65285088,2004.5,-1.20705,0.9107,0.298,0.059210526,0.245614035,11.1,11.1,98,-2.45545,5.79015,6.247,90.5,87.71020408,1586.5,-1.241,0.42325,0.1515,0.101010101,0.212121212,37.2,10.5,92,-2.21295,5.85315,6.0945,90.9,87.29130435,2236,0.2376,0.42115,0.126,0.150537634,0.344086022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501625,Jose Alvarez,L,2016,27,913,57.1,19.9,5.9,0.299,0.356,17,48.3,22.2,46,23.3,46,414,2.58755,5.83985,6.447,93.8,91.2057971,2296,1.154508333,1.419766667,0.268,0.062360802,0.247216036,19.6,19.6,175,2.4741,5.8899,6.407,83.7,80.48114286,1804,1.196258333,0.8579,0.1715,0.138461538,0.253846154,34.3,28.2,228,2.69805,5.8777,6.1605,91.3,86.23903509,2338,-0.0360625,0.871516667,0.262,0.27027027,0.351351351,34.3,6.1,27,2.6184,5.7619,5.796,79.8,76.67407407,2310,-0.65605,0.116866667,0.124,0.159722222,0.263888889
501625,Jose Alvarez,L,2017,28,760,48.2,22.2,5.9,0.322,0.404,17.1,46.8,23.7,39,21.2,59,449,2.6864,5.7817,6.605,94.1,91.06302895,2329,0.8033,1.2291,0.268,0.062360802,0.247216036,17.1,17.1,130,2.7827,5.6486,6.515,83.7,81.45846154,1919,1.12425,0.70015,0.1715,0.138461538,0.253846154,23.8,4.8,36,2.89455,5.64785,6.214,86,83.96944444,2339.5,-0.36315,0.38695,0.262,0.27027027,0.351351351,23.8,18.9,88,2.92685,5.4849,6.1285,82.5,79.03977273,2430,-0.6019,-0.0611,0.124,0.159722222,0.263888889
501625,Jose Alvarez,L,2018,29,1021,63,22.6,8.4,0.301,0.353,17,48.4,23.4,47.8,20.2,61.1,624,2.4633,5.7249,6.4805,94.3,91.27451923,2296,0.7682,1.2925,0.254,0.075320513,0.278846154,14.4,14.4,148,2.42265,5.6894,6.4375,83.2,81.2777027,1945.5,1.23765,0.53405,0.107,0.175675676,0.22972973,24.3,12.4,127,2.6347,5.5274,6.203,86.2,83.68425197,2297,-0.4031,0.3418,0.1725,0.181102362,0.291338583,24.3,11.9,98,2.7283,5.4976,6.1685,83.6,81.03979592,2313.5,-0.4776,0.01815,0.214,0.12295082,0.262295082
501625,Jose Alvarez,L,2019,30,984,59,20,7.1,0.303,0.355,16.8,48.6,22.9,50.3,20.5,59.4,585,1.7233,5.6377,6.381,94.6,90.88837607,2362,1.2869,0.9721,0.2105,0.08034188,0.261538462,22,22,217,1.7691,5.5224,6.428,85.4,82.03041475,1904,1.3112,0.3683,0.2135,0.188940092,0.258064516,18.4,10.8,106,1.8434,5.49985,6.1315,86.8,83.27075472,2348,-0.3978,0.45885,0.253,0.121495327,0.23364486,18.4,7.6,62,1.83785,5.39465,6.067,86,81.80322581,2391,-0.595,0.1016,0.3825,0.106666667,0.266666667
600917,Jose Leclerc,R,2019,26,1275,68.2,33.4,13,0.267,0.32,25.2,44.7,33.1,37.7,24.7,49.8,635,-1.3922,5.8218,5.375,99.8,96.74440945,2633,-0.3043,1.4328,0.1915,0.111811024,0.240944882,11.8,11.8,151,-1.5092,5.64,5.661,92.5,89.77284768,2203,-1.1319,0.938,0.164,0.17218543,0.271523179,38.3,37,394,-1.82945,5.592,5.1825,87.3,81.88883249,2722.5,0.9118,0.01115,0.155,0.16496945,0.413441955,38.3,1.2,16,-1.43165,5.95325,4.809,80.6,76.94375,2655,0.90905,-0.97675,NA,0.0625,0.0625
600917,Jose Leclerc,R,2017,24,862,45.2,30,20,0.282,0.277,27.4,43.2,38.8,40.2,27.8,60.3,502,-1.8628,5.78705,5.4655,98.1,94.74701195,2623,-0.47815,1.3581,0.1535,0.144230769,0.290384615,6.4,6.4,56,-1.95785,5.63625,5.508,90.7,87.44821429,2097,-1.0524,0.82395,0.17,0.125,0.25,33.1,27.8,179,-2.2351,5.5486,5.547,87,82.9150838,2425,0.3821,0.4411,0.0975,0.208333333,0.325,33.1,5.3,44,-2.0656,5.78915,5.0545,80.1,78.38409091,2659,0.7271,-0.54115,0.445,0.086956522,0.152173913
600917,Jose Leclerc,R,2018,25,933,57.2,38.1,11.2,0.209,0.253,29.6,47.4,41.1,34.5,26.4,47.6,445,-1.5361,5.598,5.483,98.3,95.25955056,2587,-0.292,1.4476,0.088,0.107865169,0.247191011,6,6,56,-1.61195,5.4636,5.4585,90.3,87.75714286,2036.5,-1.09385,0.8742,0.081,0.267857143,0.321428571,46.3,42.8,328,-1.9386,5.3079,5.293,86.2,81.10823171,2642,0.8622,0.1969,0.1715,0.235,0.4175,46.3,3.4,32,-1.5212,5.7643,4.887,79.7,77.04375,2634.5,1.0054,-0.7666,0.135,0.09375,0.25
542432,Jose Ramirez,R,2017,27,1014,62,21.7,11.2,0.324,0.359,22.4,49.1,27.3,45.8,28,63.5,644,-2.6778,5.26295,6.07,99.9,96.98462733,2339,-1.26835,1.12565,0.267,0.093167702,0.27173913,17.7,17.7,180,-2.55065,5.46065,6.2365,91.1,87.99888889,2339.5,-1.5528,0.7545,0.124,0.211111111,0.277777778,18.7,18.7,189,-2.6912,5.5085,5.96,92.5,89.23597884,2372,0.0796,0.4299,0.126,0.110526316,0.278947368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660761,Jose Suarez,L,2019,21,1485,81,19.2,8.8,0.356,0.399,16.9,48,25.4,37.7,26.9,47.2,701,1.8721,5.6559,5.727,94.7,91.72510699,2245,0.5965,1.3306,0.329,0.062767475,0.256776034,30.9,30.9,458,1.9201,5.5679,5.9925,85.3,81.73318777,1591,0.68745,0.7017,0.2145,0.178649237,0.241830065,21.8,3.4,46,1.96315,5.5906,5.6005,85.6,81.40869565,2441,-0.2781,-0.0269,0.528,0.137254902,0.294117647,21.8,18.4,274,2.01295,5.5904,5.3565,81.2,75.79160584,2791,-1.03745,-0.5271,0.267,0.102189781,0.328467153
600526,Jose Torres,L,2017,24,1055,68.1,22.2,5.6,0.307,0.365,20.1,50.9,24.2,36.8,28.4,76.3,805,2.3209,5.66,6.856,97.6,94.6715528,2096,0.7898,1.1094,0.223,0.085714286,0.236024845,5.2,5.2,55,2.4163,5.4474,7.06,91.5,88.93454545,1611,0.6099,0.7949,0.2235,0.145454545,0.272727273,18.4,18.4,192,2.52115,5.4443,6.8805,87.4,82.73333333,2273,-0.4282,0.0975,0.297,0.205128205,0.338461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570632,Jose Urena,R,2018,27,2771,174,18.3,7.2,0.307,0.344,16.4,45.4,20.4,50.7,22.4,57.6,1598,-1.75255,5.914,6.055,98.8,95.81076345,2133,-1.2963,0.94545,0.243,0.061326658,0.244680851,18.9,18.9,524,-1.8271,5.8542,6.17,92.9,89.92041985,1786,-1.27,0.9335,0.155,0.116190476,0.173333333,23.3,21.6,597,-1.7795,5.9387,5.978,91.2,86.36063652,2244,0.0412,0.7112,0.1715,0.135225376,0.282136895,23.3,1.7,46,-1.72835,5.9752,5.8965,88.8,84.79565217,2284.5,0.44585,0.14025,0.137,0.142857143,0.224489796
570632,Jose Urena,R,2019,28,1372,84.2,16.8,7,0.339,0.383,12.1,41.7,21.3,49.8,20.4,63.3,868,-1.89765,5.77005,5.949,99,95.80518433,2166,-1.3839,0.79055,0.265,0.060989643,0.212888377,10.5,10.5,143,-2.0199,5.6898,6.068,92.5,90.08181818,1677,-1.3627,0.735,0.236,0.110344828,0.144827586,26,19.8,272,-1.9264,5.77065,5.836,90.6,85.82647059,2317,0.1902,0.5682,0.1395,0.175824176,0.336996337,26,6.1,80,-1.85025,5.81365,5.7915,87.5,84.75125,2322.5,0.39985,0.17245,0.2485,0.188235294,0.317647059
570632,Jose Urena,R,2017,26,2876,169.2,15.6,8.8,0.35,0.377,14,43.7,20,44.3,24.8,54.7,1574,-1.6865,5.87255,6.0315,99.3,95.64898348,2174,-1.2187,1.11185,0.214,0.049555273,0.217916137,21.4,21.4,615,-1.7676,5.8059,6.19,92.9,88.58292683,1762,-1.1912,1.0324,0.19,0.122977346,0.199029126,23.7,23.7,680,-1.66015,5.9181,5.937,90.5,85.00779412,2307,0.14055,0.73345,0.218,0.121345029,0.298245614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570632,Jose Urena,R,2016,25,1416,83.2,15.5,7.8,0.323,0.351,12.3,39.9,21.5,48.6,19.6,64.4,899,-1.6801,5.9155,6.186,99.8,95.59321468,2161,-1.272558333,1.143133333,0.214,0.049555273,0.217916137,18.2,18.2,253,-1.6286,5.9345,6.377,93.4,89.81660079,1709,-1.208541667,1.1589,0.19,0.122977346,0.199029126,17.3,10.8,122,-1.5964,5.8949,6.119,91.5,86.45081967,2313.5,0.046741667,0.761866667,0.218,0.121345029,0.298245614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664353,Jose Urquidy,R,2019,24,693,41,24,4.2,0.292,0.368,20.8,51.1,28.3,38.3,26.7,47.3,328,-1.5046,6.2588,5.7275,96.9,93.19390244,2316,-0.7856,1.51495,0.3145,0.073170732,0.31402439,25.6,25.6,178,-1.6928,5.9553,5.79,87.2,84.25617978,2174,-1.43345,0.75485,0.088,0.134831461,0.258426966,26.9,17.1,112,-2.1877,5.5843,5.332,88,82.81785714,2572,0.48075,0.5364,0.3,0.201680672,0.294117647,26.9,9.8,68,-1.6581,6.1626,5.3205,82.2,78.96764706,2601.5,0.6298,-1.00665,0.274,0.161764706,0.367647059
595001,Josh A. Smith,R,2016,29,1033,59.2,18.5,10,0.302,0.326,18.5,52,24.4,42.7,26.5,41,420,-2.6997,5.39235,6.4095,94.1,91.15285714,2308,-0.644220833,1.25135,0.2955,0.061994609,0.269541779,1.6,1.6,17,-3.0443,5.2527,6.173,84.7,82.23529412,1825,-1.241941667,0.5827,0.052,0.2,0.266666667,57.3,34.8,252,-2.8182,5.2833,6.0445,91.2,85.85793651,2553.5,0.317420833,0.4924,0.186,0.077669903,0.262135922,57.3,22.4,210,-2.7993,5.34045,5.787,83.3,78.48619048,2774.5,0.997945833,-0.572566667,0.2715,0.101123596,0.213483146
623352,Josh Hader,L,2018,24,1312,81.1,46.7,9.8,0.235,0.384,33.8,51.6,39.3,31.1,28,79,1036,3.42835,5.1439,6.7305,99.2,94.52171815,2036,0.7738,1.4045,0.23,0.175168431,0.327237729,0.3,0.3,5,3.6127,4.8094,6.938,88.4,86.7,1480,1.0898,0.559,NA,0,0.2,20.5,20.5,242,3.7726,4.89375,6.2395,85.2,81.86818182,2508.5,-0.4778,0.35735,0.138,0.253676471,0.389705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623352,Josh Hader,L,2019,25,1138,75.2,47.8,6.9,0.232,0.404,37.9,52.5,42,22,33.1,84.3,975,3.1774,5.2163,6.699,98.6,95.4894359,2115,0.7948,1.4169,0.309,0.222108495,0.317297851,0,0,1,3.4234,4.7878,7.206,86.8,86.8,1590,1.3548,0.0971,NA,0,0,15.5,15.5,165,3.3963,5.0388,6.173,85.9,81.85393939,2618,-0.6429,0.1642,0.065,0.255707763,0.397260274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623352,Josh Hader,L,2017,23,778,47.2,36.2,11.7,0.258,0.328,34.2,53.6,37.3,36.2,28.7,81.1,631,3.338,5.2148,6.772,98.5,94.37591125,2084,0.6432,1.5713,0.254,0.17274168,0.337559429,7.5,7.5,58,3.4396,4.94725,6.8765,89.6,85.62241379,1410.5,0.89895,0.71085,0.173,0.084745763,0.203389831,11.3,11.3,84,3.6972,4.9021,6.261,84.5,80.3,2581,-0.7908,0.3503,0.037,0.215909091,0.295454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
