"","player_name","year","pitcher","player_age","n","p_formatted_ip","p_k_percent","p_bb_percent","xwoba","xwobacon","z_swing_miss_percent","in_zone_percent","whiff_percent","groundballs_percent","flyballs_percent","n_fastball_formatted","N_FB","Rel_X_FB","Rel_Z_FB","Extension_FB","Max_Velo_FB","Avg_Velo_FB","Spin_FB","H_Break_FB","V_Break_FB","xwOBA_FB","SwStr_FB","CSW_FB","swstr_fb_pred","n_offspeed_formatted","n_ch_formatted","N_CH","Rel_X_CH","Rel_Z_CH","Extension_CH","Max_Velo_CH","Avg_Velo_CH","Spin_CH","H_Break_CH","V_Break_CH","xwOBA_CH","SwStr_CH","CSW_CH","swstr_ch_pred","n_breaking_formatted","n_sl_formatted","N_SL","Rel_X_SL","Rel_Z_SL","Extension_SL","Max_Velo_SL","Avg_Velo_SL","Spin_SL","H_Break_SL","V_Break_SL","xwOBA_SL","SwStr_SL","CSW_SL","n_cukc_formatted","N_CB","Rel_X_CB","Rel_Z_CB","Extension_CB","Max_Velo_CB","Avg_Velo_CB","Spin_CB","H_Break_CB","V_Break_CB","xwOBA_CB","SwStr_CB","CSW_CB","swstr_cb_pred","swstr_sl_pred","MaxBB","Team","Age","K.9","BB.9","K.BB","HR.9","WHIP","ERA","FIP","xFIP","SIERA","WAR","Dollars","playerid","arsenal_pred","urs_arsenal_pred","FIP_pred","use_FIP_pred","FB_Grade","CH_Grade","CB_Grade","SL_Grade","ARS_Grade","USE_ARS_Grade","Pres_Grade","USE_Pres_Grade"
"718","Ross Detwiler",2019,446321,33,1157,69.2,14.6,8.6,0.384,0.424,10.8,51.1,16.2,52.3,21.8,67.6,554,1.7555,6.46655,5.2945,94.4,90.67707581,2228,0.80705,1.1647,0.286,0.063176895,0.222021661,0.061079849,16.4,16.4,190,1.9227,6.3083,5.417,87.5,84.92157895,1620.5,0.9245,0.4995,0.2615,0.078947368,0.236842105,0.113283696,15.9,1.9,22,1.9579,6.3933,4.939,85.8,83.8,2179.5,-0.12155,0.14885,0.489,0.045454545,0.227272727,14,162,1.7397,6.45995,4.785,80.5,78.13024691,2152,-0.4339,-0.6107,0.284,0.12962963,0.308641975,0.119037295,0.103176285,0.119037295,"White Sox",33,5.94,3.49,1.7,2.58,1.62,6.59,6.92,5.5,5.36,-0.6,"($4.80)",2859,5.27883933333333,5.28375766666667,5.15350533333333,5.258061,40,50,60,35,30,30,35,30
"719","Ross Stripling",2016,548389,27,1577,100,17.7,7.2,0.307,0.345,13,48.8,20.3,51.6,22.3,47.1,728,-1.5586,6.6924,5.9665,95,91.07760989,2161,-0.457041667,1.619716667,0.3575,0.115555556,0.306666667,0.092334753,10,10,157,-1.8392,6.6259,6.007,86.4,82.76624204,1647,-0.910725,1.0901,0.14,0.136986301,0.219178082,0.144693159,42.8,20.9,291,-1.9414,6.5552,5.615,90.2,86.92542955,2319,0.167816667,0.566933333,0.183,0.107055961,0.265206813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123117944,0.123117944,"Dodgers",26,6.66,2.7,2.47,0.9,1.26,3.96,3.9,4.1,4.25,1,"$7.70 ",13273,4.12505866666667,4.11368633333333,4.02837033333333,4.01946699999999,60,50,NA,40,50,50,50,50
"720","Ross Stripling",2017,548389,28,1172,74.1,24.3,6.3,0.282,0.353,18.2,47.2,25.6,50.7,17.5,38.3,450,-1.536,6.83555,5.746,96.2,92.93822222,2239,-0.1638,1.7212,0.3575,0.115555556,0.306666667,0.101636181,6.2,6.2,73,-1.8285,6.7602,5.715,87.7,84.8630137,1689,-0.7455,1.2078,0.14,0.136986301,0.219178082,0.144668721,55.3,35,395,-1.7975,6.7521,5.425,94.1,88.81164557,2350,0.4956,0.7464,0.183,0.107055961,0.265206813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132722422,0.132722422,"Dodgers",27,8.96,2.3,3.89,1.21,1.18,3.75,3.68,3.37,3.37,0.6,"$4.50 ",13273,3.52687666666666,3.75795966666666,3.63367933333333,3.71779299999999,60,50,NA,40,65,60,65,60
"721","Ross Stripling",2018,548389,29,1930,122,27,4.4,0.27,0.351,18.2,49.8,25.6,47.1,22.4,42,812,-1.3926,6.6615,5.9595,95.3,91.64433498,2300,-0.22945,1.4788,0.23,0.084975369,0.299261084,0.078845101,11,11,213,-1.8127,6.5104,5.89,87.7,84.4314554,1599,-0.9947,0.7168,0.101,0.154929577,0.230046948,0.154893485,46.8,25.1,486,-1.63625,6.6222,5.574,90.1,87.0063786,2364.5,0.39745,0.5098,0.2265,0.113168724,0.234567901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128979471,0.128979471,"Dodgers",28,10.03,1.62,6.18,1.33,1.19,3.02,3.42,2.99,3.13,2.1,"$17.00 ",13273,3.61772366666667,3.66664233333334,3.34775066666667,3.416446,50,50,NA,40,65,65,70,65
"722","Ross Stripling",2019,548389,30,1444,90.2,25.1,5.4,0.278,0.344,15.8,49.5,24.5,51.4,21.2,40.8,562,-1.5391,6.7901,6.0045,94.2,90.43576512,2276,-0.27155,1.47175,0.257,0.060498221,0.336298932,0.065402989,14.6,14.6,212,-1.9409,6.64915,5.8775,85.8,82.74858491,1583,-0.7601,0.42035,0.1375,0.179245283,0.25,0.196570749,44.4,15.9,221,-1.7753,6.7381,5.58,89.3,86.43257919,2361,0.3711,0.5484,0.192,0.0995671,0.233766234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116112501,0.116112501,"Dodgers",29,9.23,1.99,4.65,1.09,1.15,3.47,3.47,3.58,3.75,1.8,"$14.30 ",13273,3.810777,4.070486,3.77548766666666,4.01350266666666,40,65,NA,35,60,50,60,50
"723","Ryan Brasier",2019,518489,32,978,55.2,25.3,8.7,0.338,0.417,21.4,47.2,31,33.3,31.4,59.2,579,-1.4559,5.7191,6.63,98.6,96.05440415,2363,-0.5262,1.3493,0.324,0.129533679,0.255613126,0.116989891,8.8,8.8,87,-1.4542,5.5328,6.489,89.2,87.41954023,1600,-1.1592,0.5055,0.14,0.114942529,0.252873563,0.109212963,31.9,31.9,268,-1.25775,5.71465,6.4035,89.4,85.2869403,2493.5,0.56895,0.00395,0.213,0.205128205,0.33974359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18635303,0.18635303,"Red Sox",31,9.86,3.4,2.9,1.46,1.29,4.85,4.42,4.89,4.1,0.3,"$2.40 ",5615,4.39559866666667,4.45769300000001,4.42320166666667,4.44506866666668,70,50,NA,60,50,50,50,50
"724","Ryan Carpenter",2019,543001,29,685,40.2,12.7,6.6,0.384,0.416,10.8,51.5,16.2,37.6,26.8,45.1,309,3.0387,5.9755,6.126,93,89.90453074,2149,1.0686,0.9674,0.439,0.042071197,0.233009709,0.051858335,14.5,14.5,100,3.16395,5.83545,6.292,85.2,83.3,1887,1.29085,0.48215,0.266,0.09,0.19,0.117071911,40.2,28.3,157,3.2546,5.7803,5.587,84,81.40509554,2687,-0.4433,-0.0069,0.225,0.108247423,0.288659794,11.9,82,2.96815,6.1282,5.7475,79.5,76.12926829,2772,-1.07,-1.20045,0.073,0.085365854,0.207317073,0.08521525,0.119930502,0.119930502,"Tigers",28,5.53,2.88,1.92,2.66,1.82,9.3,6.93,6.12,5.73,-0.4,"($3.20)",12699,5.57948999999998,5.64588133333332,5.40879599999999,5.48264166666665,35,50,50,40,25,25,30,30
"725","Ryan Dull",2016,623430,27,1205,74.1,25.2,5.2,0.244,0.306,19.8,47.7,28.8,33.8,27.9,58.9,706,-2.1743,5.3313,5.851,94.1,91.35524079,2380,-0.525233333,1.373183333,0.151,0.066481994,0.288088643,0.073788237,7.3,7.3,86,-2.4127,5.35115,5.5815,86.9,83.84302326,1200,-0.5328875,0.297466667,0.167,0.191780822,0.246575342,0.174502215,33.7,33.7,120,-2.0675,5.4646,5.458,86.3,83.60416667,2413.5,0.334816667,0.375583333,0.164,0.187919463,0.359060403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175163424,0.175163424,"Athletics",26,8.84,1.82,4.87,1.21,0.87,2.42,3.58,4.11,3.33,1.2,"$9.40 ",13974,4.24970733333332,4.24670833333333,4.03819933333333,4.05684766666666,50,60,NA,60,50,50,50,50
"726","Ryan Dull",2017,623430,28,731,42,25.4,9,0.301,0.357,16.3,43,29.4,40.7,26.5,49.2,360,-1.85265,5.4071,5.6885,94.6,91.31222222,2403,-0.448,1.2466,0.151,0.066481994,0.288088643,0.072199519,9.9,9.9,72,-2.12075,5.39,5.5445,87.6,85.29722222,1291.5,-0.6085,0.252,0.167,0.191780822,0.246575342,0.172476365,40.7,40.7,201,-1.7365,5.5132,5.24,85.2,81.33681592,2575,0.6258,0.0505,0.164,0.187919463,0.359060403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167695434,0.167695434,"Athletics",27,9.64,3.43,2.81,1.5,1.26,5.14,4.54,4.36,3.75,0,"$0.10 ",13974,4.40310433333334,4.33297633333333,4.574827,4.42875633333333,50,60,NA,50,50,50,50,50
"727","Ryan Madson",2017,425492,37,853,59,30.6,4.1,0.254,0.341,22.6,47.8,29.2,56.1,12.2,65.8,562,-1.97875,6.48185,6.279,99.4,95.19412811,2179.5,-1.29065,1.1054,0.158,0.111900533,0.277087034,0.090704338,15.3,15.3,130,-2.1772,6.52965,6.011,88.4,85.41769231,1888.5,-1.2127,0.9619,0.233,0.221374046,0.297709924,0.175705797,18.7,0.1,1,-2.1517,6.4789,6.185,92.2,92.2,2220,0.0551,1.0511,1.697,0,0,18.6,159,-2.1791,6.4052,5.917,86.4,82.57735849,2460,0.4239,-0.9854,0.247,0.113207547,0.339622642,0.112518984,0.073839203,0.112518984,"- - -",36,10.22,1.37,7.44,0.31,0.8,1.83,1.99,2.42,2.32,1.9,"$15.60 ",1852,3.28837066666667,3.49564033333334,2.99180066666667,2.997931,50,60,50,25,70,65,75,75
"728","Ryan Tepera",2018,572193,31,1038,64.2,25.9,9.1,0.301,0.361,21,43.4,30.6,44.3,27.5,95.6,675,-2.2394,5.7814,6.134,97,91.75659259,2384,0.0353,0.8264,0.31,0.163958641,0.29394387,0.131982407,1.8,1.8,19,-2.1996,5.7965,6.198,90.9,89.22631579,1720,-1.2888,0.6172,0.246,0.105263158,0.157894737,0.111638499,2.5,2.5,21,-2.2288,5.8282,5.718,84.6,80.71904762,2428,0.9097,-0.1981,0.057,0.230769231,0.269230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189000865,0.189000865,"Blue Jays",30,9.46,3.34,2.83,1.25,1.22,3.62,4.17,4.02,3.54,0.3,"$2.70 ",10291,3.85633833333333,3.95932233333334,4.003903,3.87036766666667,75,50,NA,65,60,60,50,60
"729","Sal Romano",2017,607219,24,1495,87,19,9.6,0.309,0.337,16.9,50.9,22.1,53.3,18.5,62.3,932,-1.8245,6.6293,6.1575,98.2,95.322103,2078,-0.96515,1.38605,0.214,0.048283262,0.271459227,0.059434987,8.6,8.6,128,-2.13035,6.45985,6.1345,91.5,88.95546875,1606,-0.9212,1.03125,0.206,0.054263566,0.186046512,0.067121759,29,27.8,380,-1.9985,6.50435,5.951,90.9,87.18684211,2443.5,0.1853,0.17875,0.191,0.182692308,0.28125,1.2,17,-1.9656,6.5782,5.694,83.8,82.68823529,2435,0.4178,0.0368,0.267,0.111111111,0.5,0.104937627,0.174206602,0.174206602,"Reds",23,7.55,3.83,1.97,0.93,1.47,4.45,4.24,4.47,4.72,1.4,"$11.30 ",13690,4.28635566666667,4.58450466666667,4.490988,4.58134833333333,40,35,50,60,50,40,50,50
"730","Sal Romano",2018,607219,25,2398,145.2,16.3,8.2,0.339,0.376,10.4,50.6,18.5,46.9,23.2,65.6,1575,-1.8916,6.7827,5.725,97.7,94.12457143,2041,-1.1513,1.0296,0.239,0.046984127,0.248253968,0.056765325,5.1,5.1,122,-2.19705,6.5856,5.705,90.8,87.59672131,1660,-0.88,0.75,0.103,0.072580645,0.137096774,0.094463216,29.1,26.9,622,-2.0572,6.659,5.704,91.5,87.00385852,2359.5,0.11705,0.09875,0.148,0.163833076,0.247295209,2.1,48,-2.0227,6.7457,5.3315,84.5,82.83333333,2395,0.34295,-0.1374,0.294,0.057692308,0.288461538,0.089500168,0.171213851,0.171213851,"Reds",24,6.49,3.27,1.98,1.42,1.43,5.31,4.95,4.68,4.8,0.8,"$6.40 ",13690,4.56780166666666,4.53919366666667,4.56166133333333,4.560647,35,40,50,60,40,50,50,50
"731","Sam Dyson",2016,473879,28,990,70.1,19.3,8.1,0.302,0.333,13.9,50.5,18.4,65.2,8.8,69.1,675,-1.304,5.6451,5.531,99.8,95.96414815,2239,-1.278125,0.803433333,0.138,0.120521173,0.293159609,0.095566295,19.4,19.4,191,-1.332,5.5376,5.411,93.3,89.57120419,1938,-1.228025,0.545433333,0.164,0.116788321,0.182481752,0.117636656,11.3,1.4,10,-1.3266,5.6097,5.3435,90.8,88.69,2850.5,0.411358333,0.343333333,0.079,0.05,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1019895,0.1019895,"Rangers",28,7.04,2.94,2.39,0.64,1.22,2.43,3.62,3.45,3.25,1.1,"$9.20 ",11710,3.96737900000001,4.00078266666668,3.92304066666667,3.91496000000001,60,50,NA,35,60,50,60,60
"732","Sam Dyson",2017,473879,29,927,54.2,13.1,11.5,0.342,0.355,11.1,49.9,18.4,65.3,11.9,83,305,-2.0663,5.5877,5.497,97.7,92.31344262,2485,0.0718,0.9944,0.138,0.120521173,0.293159609,0.109805557,14.7,14.7,137,-1.8609,5.4711,5.498,91.6,88.90583942,1966,-1.2333,0.2796,0.164,0.116788321,0.182481752,0.142598678,2.1,2.1,20,-1.2888,5.604,5.259,84,81.39,3138,1.09835,-0.72695,0.079,0.05,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073823076,0.073823076,"- - -",29,5.6,4.94,1.13,1.32,1.77,6.09,5.63,4.96,4.78,-0.8,"($6.50)",11710,4.70184966666667,4.68675033333334,4.84187133333333,4.898783,65,50,NA,25,40,40,40,40
"733","Sam Dyson",2018,473879,30,986,70.1,20.5,7.3,0.288,0.325,17.3,50.6,24.5,62.4,18,80.4,212,-1.46935,5.45345,5.298,96.6,90.48160377,2489,0.0616,0.67985,0.38,0.125581395,0.246511628,0.108619367,13.9,13.9,138,-1.5164,5.34385,5.332,90,86.70434783,1952.5,-1.4089,0.0818,0.0895,0.210144928,0.253623188,0.175334366,5.5,5.5,55,-1.4458,5.4775,5.131,85.8,82.15818182,3122,1.2959,-0.6009,0.0975,0.072727273,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085888615,0.085888615,"Giants",30,7.17,2.56,2.8,0.64,1.08,2.69,3.47,3.61,3.39,0.5,"$4.30 ",11710,4.09114433333333,3.81947266666666,3.91297566666667,3.78891933333332,65,60,NA,30,50,60,60,60
"734","Sam Dyson",2019,473879,31,847,62.1,22.1,5.2,0.288,0.342,14.1,51.1,18.5,56.2,19.1,82.4,316,-2.0752,5.5104,5.1165,96.3,91.85822785,2525.5,-0.02035,0.7333,0.13,0.113924051,0.268987342,0.112065047,10.6,10.6,90,-2.1774,5.44075,5.169,90.1,87.30444444,1987.5,-1.4356,0.10495,0.165,0.144444444,0.188888889,0.150140223,6.9,6.9,63,-2.0603,5.459,4.842,85.9,82.78888889,3294,1.4636,-0.8051,0.143,0.047619048,0.238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076853646,0.076853646,"- - -",31,7.94,1.88,4.23,0.87,1.06,3.32,3.47,3.75,3.67,0.9,"$7.10 ",11710,4.01566033333334,4.049419,3.91321766666667,3.79078933333333,65,50,NA,25,50,50,60,60
"735","Sam Gaviglio",2017,543208,27,1167,74.1,15.7,8.3,0.365,0.402,12.3,53.9,17.7,50.2,19.6,56.5,20,-0.7486,5.8733,6.491,89.9,88.55,2051,-0.61565,1.4064,0.616,0,0.25,0.030573328,9.7,9.7,112,-0.7149,5.76615,6.388,85.8,83.92946429,1484.5,-1.2555,0.4957,0.066,0.078947368,0.149122807,0.104322839,33.6,20.3,225,-0.7645,5.8245,6.038,86.4,83.29644444,2161,0.1811,0.3363,0.246,0.151260504,0.256302521,13.2,153,-0.638,5.8947,5.923,81.1,79.10653595,2132,0.5234,-0.1987,0.1995,0.122580645,0.290322581,0.116513672,0.1352004,0.1352004,"- - -",27,5.93,3.15,1.88,1.94,1.37,4.36,5.81,4.8,4.96,-0.2,"($1.80)",12778,4.718935,4.87664833333334,4.71381966666667,4.825784,25,40,60,50,40,35,40,40
"736","Sandy Alcantara",2019,645261,24,3090,197.1,18,9.7,0.322,0.351,16.4,47.5,23.8,45.5,24.1,57.7,933,-2.4319,5.9901,5.727,99.3,95.62165059,2351,-0.7725,1.2556,0.216,0.067524116,0.214362272,0.070191747,12.1,12.1,372,-2.33075,6.0362,5.869,92.2,89.07473118,1898,-1.35995,0.39175,0.202,0.171122995,0.245989305,0.169750447,30,21.4,579,-2.4127,5.929,5.399,90.8,86.02020725,2472,0.3303,0.1432,0.284,0.134036145,0.335843373,8.6,249,-2.3245,6.0266,5.108,87.5,81.93212851,2461,0.4614,-0.4183,0.125,0.101503759,0.304511278,0.104701573,0.144773884,0.144773884,"Marlins",23,6.89,3.69,1.86,1.05,1.32,3.88,4.55,5.17,5.28,2.3,"$18.40 ",18684,5.03585366666668,4.92711800000001,5.10299666666667,5.09718066666667,50,60,50,50,35,35,35,35
"737","Santiago Casilla",2016,433586,36,940,58,27,7.9,0.293,0.362,16,42.4,25.9,50,19.1,54.4,484,-2.15545,5.7229,6.4775,97.1,94.23016529,2344,-1.222458333,1.1288,0.263,0.08044164,0.242902208,0.075798107,2.4,2.4,23,-2.5321,5.6426,6.523,89.2,87.34347826,2090,-1.50775,0.820633333,0.164,0.265306122,0.387755102,0.219326825,43,17.1,149,-2.4053,5.6252,6.315,92.5,89.3590604,2416,-0.136958333,0.9267,0.231,0.128205128,0.282051282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132154492,0.132154492,"Giants",35,10.09,2.95,3.42,1.24,1.19,3.57,3.94,3.67,3.2,0.1,"$0.80 ",2873,3.96084233333333,3.91121633333334,3.95362833333334,3.87165566666667,50,70,NA,40,60,60,60,60
"738","Santiago Casilla",2017,433586,37,1018,59,22,8.5,0.322,0.37,18.4,47.9,27,39.7,24.1,62.1,633,-2.2722,5.6977,6.352,96.8,93.89826224,2326,-1.2233,1.1255,0.263,0.08044164,0.242902208,0.074730546,4.8,4.8,49,-2.5466,5.6224,6.41,89.3,87.6755102,2117,-1.4799,0.788,0.164,0.265306122,0.387755102,0.213285395,33,11.4,116,-2.6557,5.60085,6.222,93.3,89.47155172,2421.5,-0.1185,0.8988,0.231,0.128205128,0.282051282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12904638,0.12904638,"Athletics",36,8.69,3.36,2.59,1.22,1.36,4.27,4.41,4.64,4.06,0.1,"$0.60 ",2873,4.4873,4.485819,4.44813066666668,4.47760066666668,50,70,NA,40,50,50,50,50
"739","Scott Alexander",2017,518397,28,1059,69,20.8,9.9,0.301,0.334,20.9,49.7,29.3,73,8.2,93.9,127,1.2806,5.6382,5.934,96.2,93.73622047,2257,0.5238,0.5468,0.164,0.070866142,0.204724409,0.07430486,1.7,1.7,18,1.4052,5.486,5.887,88.3,86.04444444,1673.5,0.9397,0.1018,0.485,0.157894737,0.157894737,0.147248605,4.2,4.2,40,1.23925,5.6031,5.813,88.4,85.7775,2334,-0.66115,-0.2438,0.064,0.222222222,0.288888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.203066739,0.203066739,"Royals",27,7.7,3.65,2.11,0.39,1.3,2.48,3.23,3.21,3.11,1.2,"$9.60 ",10591,3.52335666666667,3.592588,3.622572,3.61615166666667,50,50,NA,65,65,65,65,65
"740","Scott Barlow",2019,605130,27,1300,70.1,29.7,11.9,0.302,0.379,22.8,45.5,33.8,41,26.4,43,559,-1.6241,5.3995,6.883,97.2,94.07889088,2290,-0.392,1.0864,0.246,0.1019678,0.27549195,0.098670581,0.1,0.1,2,-1.99195,5.26995,7.0885,88,87.25,1592.5,-1.05525,0.68495,1.797,0,0,0.047326039,56.8,43.5,500,-1.97495,5.2588,6.3685,88.9,83.6146,2453,0.69745,-0.2956,0.132,0.167844523,0.340989399,13.3,173,-1.5234,5.553,6.446,80.3,77.18208092,2529,1.2504,-1.0027,0.472,0.208092486,0.341040462,0.179156667,0.16416985,0.179156667,"Royals",26,11.77,4.73,2.49,0.77,1.44,4.22,3.41,4.11,3.93,1.1,"$9.10 ",14993,3.87182899999999,3.969687,4.13990799999999,4.00087266666666,60,30,75,50,60,60,50,50
"741","Scott Oberg",2017,623184,27,991,58.1,20.8,9.1,0.312,0.355,18.8,56,25.2,57.6,16.3,56.2,557,-1.8393,5.9309,6.239,101,96.24290844,2237,-0.4381,1.0022,0.259,0.087971275,0.263913824,0.086790415,8.9,8.9,88,-1.85805,5.7344,6.562,92.5,89.85795455,1943.5,-0.926,0.5652,0.162,0.123595506,0.179775281,0.124174935,34.8,34.5,274,-1.8336,5.91715,5.8835,95.6,88.8770073,2584.5,0.50095,0.22255,0.229,0.17251462,0.289473684,0.3,2,-2.34645,5.7326,5.6655,83.4,82.2,2694.5,1.23505,0.20365,NA,0.25,0.25,0.180230079,0.1860753,0.1860753,"Rockies",27,8.49,3.7,2.29,0.62,1.61,4.94,3.5,3.92,3.84,0.8,"$6.70 ",13911,3.81504433333333,3.88525233333334,3.98672133333333,3.98301466666667,50,50,75,60,60,60,50,50
"742","Scott Oberg",2018,623184,28,907,58.2,25,5.3,0.289,0.356,18.3,50.9,27.9,57.7,12.8,54.9,498,-1.39535,5.84695,6.282,98.4,95.27751004,2252,-0.1574,1.0484,0.277,0.108433735,0.251004016,0.09675897,7.6,7.6,69,-1.4608,5.7024,6.583,91.3,88.58695652,1907,-1.0224,0.4433,0.393,0.101449275,0.173913043,0.107425846,37.4,37.3,245,-1.4358,5.7865,5.971,90.6,86.85795918,2586,0.4841,-0.0986,0.274,0.174041298,0.309734513,0.1,1,-1.2218,5.7953,5.227,76.3,76.3,2977,1.1221,-0.9966,NA,0,1,0.056122569,0.168264468,0.168264468,"Rockies",28,8.74,1.84,4.75,0.61,0.97,2.45,2.87,2.83,2.72,1.3,"$10.10 ",13911,3.49417933333333,3.355872,3.30621033333333,3.22363566666667,60,50,35,50,65,70,70,70
"743","Scott Oberg",2019,623184,29,898,56,26,10.3,0.291,0.351,20.8,49.1,27.9,51.4,19,52.2,469,-1.3659,5.6896,6.257,97,94.29658849,2231,-0.1637,1.0561,0.148,0.1108742,0.328358209,0.104237474,4.4,4.4,40,-1.3666,5.54635,6.685,89.8,87.9125,1952,-1.0609,0.47245,0.5355,0.075,0.125,0.102250406,43.3,43.3,261,-1.395,5.6624,5.876,88.9,85.72528736,2546,0.5042,-0.1044,0.197,0.143958869,0.277634961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158894817,0.158894817,"Rockies",29,9.32,3.7,2.52,0.8,1.11,2.25,3.54,3.9,4,1.1,"$8.50 ",13911,3.98617033333333,3.93370633333333,4.17517433333334,4.07645833333334,65,40,NA,50,50,60,50,50
"744","Sean Manaea",2016,640455,24,2167,144.2,20.9,6.2,0.322,0.382,16,51.1,25.2,45.9,20.5,58.5,1215,3.3506,5.3838,6.862,97,92.93868313,2005,1.430058333,1.0643,0.267,0.067774936,0.252557545,0.080030345,28.7,28.7,590,3.31515,5.55825,6.5235,88.5,85.15220339,1304,1.025779167,0.199283333,0.307,0.171253823,0.331804281,0.146176201,12.7,12.7,208,3.2834,5.44365,6.519,84.1,80.47211538,2040.5,0.007079167,0.0925,0.143,0.186295503,0.301927195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178633034,0.178633034,"Athletics",24,7.71,2.3,3.35,1.24,1.19,3.86,4.08,3.96,4.04,2,"$15.80 ",15873,3.968962,4.064389,4.05920833333334,4.05799166666667,50,50,NA,60,60,50,50,50
"745","Sean Manaea",2017,640455,25,2685,158.2,20.2,7.9,0.338,0.388,15.6,49.7,25.4,44.2,24.5,58.2,1561,3.2775,5.3735,6.581,95.7,91.68577835,1983,1.1486,0.8894,0.267,0.067774936,0.252557545,0.072845214,24.3,24.3,637,3.2159,5.6246,6.192,87.7,83.47315542,1194,0.7197,0.0252,0.307,0.171253823,0.331804281,0.15727834,17.3,17.3,449,3.1609,5.4899,6.296,83.6,79.91982183,2019,-0.18,0.0357,0.143,0.186295503,0.301927195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17267294,0.17267294,"Athletics",25,7.94,3.12,2.55,1.02,1.4,4.37,4.1,4.53,4.51,2.2,"$17.60 ",15873,4.34261533333333,4.55045966666667,4.30510866666667,4.38761966666667,50,50,NA,60,50,50,50,50
"746","Sean Manaea",2018,640455,26,2346,160.2,16.5,4.9,0.329,0.372,13.9,54.5,20.2,46,23.9,55.9,1313,3.6356,5.5469,6.667,93.7,90.44493526,1986,1.2052,0.8215,0.221,0.062452399,0.252856055,0.059771038,31.4,31.4,716,3.5918,5.82345,6.214,86.7,82.39217877,1158,0.77505,-0.0132,0.232,0.143437077,0.269282815,0.136329845,12.5,12.5,279,3.4802,5.6585,6.333,82.7,78.09713262,1925,-0.1422,0.0043,0.138,0.138983051,0.288135593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133670402,0.133670402,"Athletics",26,6.05,1.79,3.38,1.18,1.08,3.59,4.26,4.32,4.46,1.8,"$14.40 ",15873,4.348913,4.42470766666667,4.26790599999999,4.33723233333333,40,50,NA,40,50,50,50,50
"747","Sean Newcomb",2017,656794,24,1831,100,23.7,12.5,0.333,0.388,20.3,44.7,27.3,46,21.1,63.1,1157,2.6353,6.2465,5.743,98.4,93.79827139,2198,0.7118,1.4971,0.2895,0.087294728,0.278305964,0.083700393,10.8,10.8,197,2.6277,6.2693,6.049,88.9,85.95736041,1586,1.1117,0.9017,0.1545,0.191919192,0.252525253,0.154132291,25.9,4.4,81,2.7493,6.1806,5.24,84.2,80.73580247,2702,-1.1716,-0.227,0.381,0.185185185,0.320987654,21.5,395,2.6942,6.2413,5.42,82.8,78.33265823,2782,-0.7877,-1.1085,0.1905,0.13164557,0.273417722,0.11935587,0.168263045,0.168263045,"Braves",24,9.72,5.13,1.89,0.9,1.57,4.32,4.19,4.52,4.71,1.1,"$9.00 ",16943,4.438099,4.40610133333333,4.428349,4.54637,50,50,60,50,50,50,50,50
