"","player_name","year","pitcher","player_age","n","p_formatted_ip","p_k_percent","p_bb_percent","xwoba","xwobacon","z_swing_miss_percent","in_zone_percent","whiff_percent","groundballs_percent","flyballs_percent","n_fastball_formatted","N_FB","Rel_X_FB","Rel_Z_FB","Extension_FB","Max_Velo_FB","Avg_Velo_FB","Spin_FB","H_Break_FB","V_Break_FB","xwOBA_FB","SwStr_FB","CSW_FB","swstr_fb_pred","n_offspeed_formatted","n_ch_formatted","N_CH","Rel_X_CH","Rel_Z_CH","Extension_CH","Max_Velo_CH","Avg_Velo_CH","Spin_CH","H_Break_CH","V_Break_CH","xwOBA_CH","SwStr_CH","CSW_CH","swstr_ch_pred","n_breaking_formatted","n_sl_formatted","N_SL","Rel_X_SL","Rel_Z_SL","Extension_SL","Max_Velo_SL","Avg_Velo_SL","Spin_SL","H_Break_SL","V_Break_SL","xwOBA_SL","SwStr_SL","CSW_SL","n_cukc_formatted","N_CB","Rel_X_CB","Rel_Z_CB","Extension_CB","Max_Velo_CB","Avg_Velo_CB","Spin_CB","H_Break_CB","V_Break_CB","xwOBA_CB","SwStr_CB","CSW_CB","swstr_cb_pred","swstr_sl_pred","MaxBB","Team","Age","K.9","BB.9","K.BB","HR.9","WHIP","ERA","FIP","xFIP","SIERA","WAR","Dollars","playerid","arsenal_pred","urs_arsenal_pred","FIP_pred","use_FIP_pred","FB_Grade","CH_Grade","CB_Grade","SL_Grade","ARS_Grade","USE_ARS_Grade","Pres_Grade","USE_Pres_Grade"
"1","A.J. Cole",2017,595918,25,937,52,19.2,11.8,0.352,0.384,19.9,48.2,24.2,45.2,24.5,54.7,512,-2.86335,6.00505,6.4995,96.1,93.11933594,2112,-0.83825,1.38985,0.298,0.06042885,0.218323587,0.067276202,6.5,6.5,61,-3.0695,5.7541,6.796,89.1,86.16721311,1596,-0.9193,0.7619,0.369,0.098360656,0.131147541,0.096683671,38.7,21,197,-3.0085,5.8026,6.443,87.9,85.20101523,2169,0.2819,0.8803,0.249,0.208121827,0.329949239,17.7,117,-3.1264,5.7862,6.224,83,79.9008547,2221,0.5337,0.2818,0.158,0.084337349,0.391566265,0.090362655,0.177943857,0.177943857,"Nationals",25,7.62,4.67,1.63,1.38,1.5,3.81,5.2,5.21,5.12,0.2,"$1.30 ",11467,4.80416633333334,4.75266333333334,4.96854100000001,4.907306,40,40,50,60,40,40,35,35
"2","A.J. Cole",2018,595918,26,875,48.1,26.7,10,0.331,0.418,22.5,47.4,33.4,34.3,36.4,33.6,294,-2.91355,5.90945,6.2285,96.4,93.40306122,2186,-0.77855,1.28425,0.5295,0.085034014,0.302721088,0.089692537,2.6,2.6,23,-3.2154,5.6281,6.225,89.2,86.46086957,1974,-1.404,0.6473,0.384,0,0.086956522,0.058244592,63.7,43.5,380,-3.15815,5.678,6.134,87.9,84.35315789,2262.5,0.09705,0.4626,0.174,0.19160105,0.359580052,20.2,143,-3.2742,5.6792,5.927,81.4,79.59370629,2310,0.2709,0.0062,0.2825,0.146892655,0.293785311,0.127299912,0.172443524,0.172443524,"- - -",26,10.99,4.1,2.68,2.79,1.59,6.14,6.12,4.31,3.73,-0.6,"($4.70)",11467,4.17577133333333,4.242384,4.18037666666666,4.13074133333333,50,35,60,60,50,50,50,50
"3","Aaron Brooks",2019,605156,29,1897,110,17,7.1,0.345,0.382,12.8,47.2,19.5,44.4,26.7,53.6,1018,-2.2453,6.3863,5.853,96.2,91.91198428,2051,-1.26505,1.03605,0.263,0.041216879,0.238469087,0.046655364,20.6,20.6,391,-2.4867,6.2405,5.915,88.8,84.71534527,1647,-1.2298,0.0673,0.256,0.115089514,0.237851662,0.122947532,25.7,22.4,417,-2.4161,6.3128,5.649,89.5,85.61223022,2470,0.1338,0.2085,0.194,0.150234742,0.274647887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155539417,0.155539417,"- - -",29,6.71,2.78,2.41,1.72,1.38,5.65,5.4,5.35,5.01,0.4,"$3.30 ",12272,5.255379,5.21126433333332,5.14339633333333,5.10142966666667,35,50,NA,50,30,30,35,35
"4","Aaron Bummer",2019,607481,26,1039,67.2,22.9,9.2,0.256,0.279,15.7,51.4,24.3,71.4,10.3,96.2,260,2.18085,5.7867,5.756,98.8,90.38769231,2191.5,-0.1374,0.24055,0.282,0.198653199,0.296296296,0.145215885,0.5,0.5,6,2.4293,5.73055,5.946,91.9,89.36666667,1534,1.116,0.1481,0.063,0,0,0.058343689,3.1,3.1,31,2.2213,5.7029,5.473,86.3,84.93548387,2276,-1.2521,0.2558,0.27,0.151515152,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161777812,0.161777812,"White Sox",25,7.98,3.19,2.5,0.53,0.99,2.13,3.41,3.49,3.43,1.3,"$10.20 ",16258,3.44676,3.67582833333333,3.48525,3.43281366666667,80,35,NA,50,65,65,65,65
"5","Aaron Civale",2019,650644,24,861,57.2,20.3,7,0.278,0.313,15.6,41.9,21.3,41.5,26.2,67.9,279,-1.256,6.1104,5.467,93.3,88.36236559,2610,0.4298,0.769,0.247,0.106007067,0.240282686,0.099284134,6.6,6.6,57,-1.5622,5.8575,5.556,87.6,84.24912281,2098,-1.3318,0.7802,0.072,0.157894737,0.263157895,0.151640311,25.4,14.4,82,-1.48625,5.94935,5.1715,85.7,83.58292683,2814,0.7966,0.19905,0.154,0.129032258,0.25,11,95,-1.1761,6.1121,5.044,78.3,75.51894737,2943,1.0705,-1.4108,0.224,0.145833333,0.270833333,0.130704542,0.152434268,0.152434268,"Indians",24,7.18,2.5,2.88,0.62,1.04,2.34,3.4,4.61,4.74,1.5,"$12.10 ",19479,4.383316,4.407773,4.32872299999999,4.36233199999999,60,50,60,50,50,50,50,50
"6","Adalberto Mejia",2017,606167,24,1742,98,19.2,9.9,0.354,0.402,16.3,47.2,23.7,40.8,23,56.4,982,1.59935,6.11475,5.776,95.6,92.43961303,2452.5,0.8105,1.50665,0.2865,0.057985758,0.236012208,0.068226023,18,18,313,1.4993,6.0995,6.352,87.6,83.39776358,2030,1.2622,1.1256,0.149,0.143312102,0.213375796,0.138978191,25.5,23.2,354,1.6144,6.0185,5.803,89.3,84.27090395,2456.5,-0.2817,0.46575,0.1795,0.189655172,0.330049261,2.2,34,1.41905,6.2698,5.7345,83.9,79.58235294,2371.5,-0.29115,0.22345,0.2505,0.15,0.325,0.137604376,0.163038384,0.163038384,"Twins",24,7.81,4.04,1.93,1.19,1.57,4.5,4.65,5.03,4.95,1,"$7.70 ",13188,4.82157166666667,4.87988533333334,4.95712933333333,4.96930066666667,50,50,65,50,40,35,35,35
"7","Adam Conley",2016,543045,26,2242,133.1,21.2,10.6,0.322,0.363,15,47,23.5,41.2,24.4,63.3,1337,3.2182,5.9646,5.833,97,91.7170531,2355,1.311766667,1.363866667,0.284,0.062727273,0.244545455,0.063541985,18.6,18.6,389,3.2363,6.066,5.997,90.2,83.54061697,2065,1.513558333,0.984033333,0.2225,0.1625,0.284375,0.155011314,17.9,17.9,368,3.22005,6.0786,5.775,89.4,85.58994565,2122.5,0.348733333,0.605633333,0.205,0.15282392,0.225913621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148463427,0.148463427,"Marlins",26,8.37,4.19,2,0.88,1.4,3.85,4.2,4.84,4.64,1.6,"$12.50 ",14457,4.62427066666666,4.78882666666667,4.85208966666666,4.99737233333333,40,50,NA,50,40,40,40,35
"8","Adam Conley",2017,543045,27,1720,102.2,15.6,9.1,0.362,0.394,16.5,50.3,22.5,42.2,24,63.8,1099,3.0128,6.1471,5.713,94,89.67515924,2304,1.1964,1.2035,0.284,0.062727273,0.244545455,0.06615248,18.6,18.6,320,2.9226,6.22645,5.797,86.1,82.6109375,2078.5,1.53415,0.91025,0.2225,0.1625,0.284375,0.161255175,17.5,17.5,301,2.9632,6.1733,5.662,88.3,84.45714286,2060,0.2692,0.4523,0.205,0.15282392,0.225913621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.151393463,0.151393463,"Marlins",27,6.31,3.68,1.71,1.67,1.52,6.14,5.62,5.59,5.32,-0.1,"($1.00)",14457,5.08352066666666,5.15122466666667,5.22150800000001,5.29107033333333,40,60,NA,50,35,30,30,30
"9","Adam Conley",2018,543045,28,774,50.2,24.8,8.9,0.307,0.371,20.6,48.2,31.1,45.1,24.8,56.8,440,3.38735,5.8016,6.1555,98.3,95.21045455,2265,1.41995,1.0728,0.259,0.079545455,0.240909091,0.085725915,27,27,209,3.3523,5.9252,6.306,89,85.7708134,2041,1.4255,0.7538,0.256,0.277511962,0.33492823,0.220867807,16.1,16.1,125,3.4962,5.8778,6.204,93.3,88.1312,2162,-0.065,0.5782,0.348,0.16,0.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.164910358,0.164910358,"Marlins",28,8.88,3.2,2.78,0.89,1.09,4.09,3.6,3.84,3.61,0.4,"$3.20 ",14457,3.795331,3.78078999999999,3.85925066666666,3.832723,50,70,NA,50,60,60,60,60
"10","Adam Conley",2019,543045,29,1061,60.2,18.7,10.2,0.337,0.381,15.9,51.6,23.2,40.1,25.9,61.7,655,3.2377,5.9438,6.12,98.7,95.31908397,2331,1.1308,1.1891,0.266,0.093129771,0.239694656,0.091580657,16.8,16.8,179,3.2232,5.9594,6.26,88.8,86.47541899,2036,1.3785,0.7873,0.297,0.150837989,0.217877095,0.160144905,21.3,13.9,135,3.4074,5.9224,6.013,89.9,86.14962963,2137,-0.1728,0.0636,0.165,0.094594595,0.202702703,7.4,65,3.3448,5.9638,5.957,86.2,82.84615385,2186,-0.3594,-0.3129,0.2485,0.113924051,0.265822785,0.116128175,0.13077244,0.13077244,"Marlins",29,7.86,4.3,1.83,1.48,1.73,6.53,5.19,5.41,4.97,-0.4,"($3.20)",14457,4.88079833333334,4.93864,5.00333233333333,5.166732,60,60,60,40,35,35,35,35
"11","Adam Kolarek",2019,592473,30,793,55,19.7,7,0.288,0.329,16,46,24.5,66.7,12.1,82.8,91,1.8641,5.333,6.515,94.7,90.80879121,2201,1.092,1.0897,0.112,0.142857143,0.263736264,0.110991798,9.2,9.2,73,2.6568,4.0193,6.317,83.6,81.37260274,2169,1.676,-0.2158,0.139,0.136986301,0.191780822,0.149917571,7.9,7.9,52,2.8812,4.00175,5.752,78.2,75.49615385,1977,-0.8431,0.7248,0.147,0.111111111,0.301587302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126277103,0.126277103,"- - -",30,7.36,2.62,2.81,1.15,1.16,3.27,4.27,3.74,3.58,0.2,"$1.30 ",10843,3.757202,3.862886,3.87041033333334,3.85675733333334,65,50,NA,40,60,60,60,60
"12","Adam Liberatore",2016,571893,29,700,42.2,26.7,9.7,0.256,0.306,16.8,50.6,23.8,40,25.5,67.1,467,1.0875,6.1875,5.603,95.4,92.27687366,2211,0.824683333,1.557366667,0.324,0.08,0.3,0.075127479,19.2,19.2,129,1.1409,6.1359,5.476,90.6,85.97286822,1466,0.8052,0.5698,0.436,0.125,0.166666667,0.120217731,13.5,13.5,79,1.1428,6.1426,5.418,89.6,85.29746835,2107,0.037,0.334733333,NA,0,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061908822,0.061908822,"Dodgers",29,9.91,3.59,2.76,0.42,1.2,3.38,2.89,3.96,3.51,0.7,"$5.70 ",10637,4.52519633333334,4.378486,4.52283266666667,4.49665366666667,50,50,NA,20,50,50,50,50
"13","Adam Morgan",2016,605388,26,1937,113.1,18.7,5.7,0.364,0.429,15.1,45.1,24,39.8,23.7,49.2,943,2.0758,6.2754,5.572,95,91.29830329,2341,0.839991667,1.492866667,0.2175,0.053333333,0.193333333,0.060914014,20.8,20.8,399,2.2719,6.1389,5.829,87,79.9037594,1651,0.823291667,1.3051,0.243,0.228070175,0.320175439,0.16466394,29.8,24.4,380,2.40185,6.012,5.418,88.1,83.255,2485,-0.149483333,0.680883333,0.25,0.265993266,0.444444444,5.4,98,2.1924,6.2256,5.108,81.7,76.27244898,2760.5,-0.725633333,-0.579733333,0.391,0.05,0.375,0.061262622,0.207327265,0.207327265,"Phillies",26,7.54,2.3,3.28,1.83,1.5,6.04,4.98,4.42,4.33,0.6,"$5.20 ",12580,4.11013766666668,4.18360433333334,4.04614500000001,4.15624200000001,40,60,35,70,50,50,50,50
"14","Adam Morgan",2017,605388,27,905,54.2,27.5,7.9,0.31,0.401,24.9,47.1,34,45.3,21.6,33.1,299,1.1776,5.8765,5.841,97.9,94.35719064,2442,1.3578,1.1224,0.2175,0.053333333,0.193333333,0.059234691,25.1,25.1,227,1.3992,5.7637,6.115,87,82.60132159,1769,1.226,1.0069,0.243,0.228070175,0.320175439,0.193816865,41.6,32.8,239,1.4199,5.7269,5.484,87,82.6041841,2719,-0.7504,0.5745,0.25,0.265993266,0.444444444,8.8,79,1.1996,5.9897,5.439,80,77.06708861,2844,-0.7571,-0.3955,0.391,0.05,0.375,0.048548265,0.200470353,0.200470353,"Phillies",27,10.37,2.96,3.5,1.65,1.26,4.12,4.22,3.47,3.3,0.4,"$2.80 ",12580,3.64672633333333,3.67267333333333,3.656427,3.57592266666667,40,65,35,65,65,65,65,65
"15","Adam Morgan",2018,605388,28,850,49.1,23.4,10.3,0.29,0.339,18.7,50.7,28.7,53.9,17.7,34.8,296,1.25485,5.9493,5.6775,97.2,93.97972973,2441.5,1.0378,1.1143,0.177,0.033783784,0.209459459,0.048724115,15.4,15.4,131,1.4696,5.842,6.106,86.7,83.30458015,1753,0.9291,0.8514,0.121,0.20610687,0.320610687,0.178067113,49.7,41.6,329,1.5087,5.8139,5.276,87.1,80.92644377,2868,-1.4058,0.172,0.1415,0.152542373,0.370056497,8.1,68,1.22065,6.0811,5.298,83.1,78.13970588,2983,-0.83025,-1.0107,0.094,0.15942029,0.376811594,0.127195494,0.14453513,0.14453513,"Phillies",28,9.12,4.01,2.27,0.91,1.44,3.83,3.79,3.81,3.77,0.4,"$3.00 ",12580,4.26261666666666,4.17746433333333,4.37279666666665,4.20256133333332,35,60,60,50,50,50,50,50
"16","Adam Ottavino",2018,493603,33,1271,77.2,36.2,11.7,0.233,0.292,21.9,49.3,32.9,44.2,25.3,52.9,654,-2.62785,5.4513,6.8355,97,92.73608563,2328.5,-0.98535,0.53205,0.16,0.106983655,0.326894502,0.09447317,0.2,0.2,3,-2.7484,5.2609,6.898,89.9,88.23333333,1766,-0.6543,0.5519,NA,0,0,0.055011287,46.8,46.8,591,-3.0366,5.3399,6.33,86.2,81.36700508,2786,1.3543,0.0455,0.129,0.144537815,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157538372,0.157538372,"Rockies",32,12.98,4.17,3.11,0.58,0.99,2.43,2.74,3.13,2.82,1.9,"$15.00 ",1247,3.58784800000001,3.484507,3.73069600000001,3.634534,60,35,NA,50,65,65,60,65
"17","Adam Plutko",2018,592644,27,1267,76.2,18.4,7.1,0.339,0.39,14.8,50,19.1,28.5,37.2,59.7,757,-1.5495,6.2121,5.734,94.3,90.98811096,2257,-0.3409,1.625,0.25,0.066050198,0.21003963,0.071367661,9.7,9.7,123,-1.6866,6.2202,5.688,87.5,84.36341463,1876,-0.5631,1.1232,0.348,0.06504065,0.18699187,0.090200158,30.5,20.6,211,-1.7963,6.1162,5.342,86.8,82.17488152,2480,0.4443,0.4844,0.113,0.145038168,0.263358779,9.8,125,-1.5871,6.2655,5.107,78.3,75.44,2850,0.7509,-0.9219,0.187,0.096,0.248,0.095304991,0.147925697,0.147925697,"Indians",26,7.04,2.7,2.61,2.47,1.32,5.28,6.1,5.46,4.99,-0.3,"($2.50)",15846,5.147123,5.21286133333334,5.15134666666667,5.18735699999999,50,40,50,50,30,30,35,35
"18","Adam Plutko",2019,592644,28,1794,109.1,16.9,5.6,0.326,0.369,12.6,48,18.8,31.9,28.2,53.9,968,-1.67295,6.12115,5.946,93.8,91.09142562,2268,-0.34415,1.539,0.265,0.070247934,0.243801653,0.073882459,11.2,11.2,200,-1.8786,6.018,6.0025,86.9,84.1205,1640.5,-0.70585,1.0247,0.195,0.069651741,0.194029851,0.097395678,34.8,24.1,433,-1.8773,6.0242,5.673,89.1,85.8551963,2466,0.3587,0.6751,0.215,0.115207373,0.253456221,10.6,190,-1.9501,5.99785,5.3,81,77.30578947,2890,0.83035,-0.5734,0.1245,0.09947644,0.298429319,0.0998306,0.119735867,0.119735867,"Indians",27,6.42,2.14,3,1.81,1.29,4.86,5.23,5.54,5.19,0.7,"$5.80 ",15846,5.00597833333333,5.10505533333333,4.97026966666666,5.05371833333333,50,40,50,40,35,35,35,35
"19","Adam Warren",2016,476589,29,1162,65.1,18.8,10.5,0.324,0.366,17.7,46.2,23.5,44.6,25.1,43.8,489,-1.2359,5.8446,6.312,96.1,93.45807771,2233,-0.562808333,1.574566667,0.206,0.079452055,0.263013699,0.081487856,14.5,14.5,161,-1.5817,5.6886,6.397,87.6,85.07267081,1709,-1.303175,0.8063,0.193,0.147368421,0.168421053,0.135670281,41.6,30.8,331,-1.377,5.9379,5.887,91.9,87.77915408,2310,0.325075,0.760433333,0.2265,0.103194103,0.262899263,10.7,120,-1.3583,5.90845,5.7515,83,80.10166667,2246,0.4816375,-0.74815,0.086,0.070422535,0.267605634,0.075652995,0.114284471,0.114284471,"- - -",28,7.16,3.99,1.79,1.52,1.35,4.68,5.12,4.87,4.54,-0.5,"($4.10)",9029,4.69741133333333,4.68279699999999,4.84576799999999,4.83183133333332,50,50,40,35,40,40,40,40
"20","Adam Warren",2017,476589,30,938,57.1,24.2,6.7,0.274,0.332,18.9,42.6,23.4,43.8,25.5,38.9,364,-1.2371,5.84035,6.2365,95.2,92.81401099,2214,-0.46155,1.4945,0.206,0.079452055,0.263013699,0.078340741,10.1,10.1,95,-1.4955,5.7062,6.29,87.2,85.29684211,1745,-1.513,0.6059,0.193,0.147368421,0.168421053,0.148378398,50.9,43.3,396,-1.39775,5.8859,5.813,90,86.36338384,2307.5,0.3999,0.4943,0.2265,0.103194103,0.262899263,7.5,70,-1.36755,5.89175,5.774,82.5,79.96857143,2139.5,0.4267,-0.81085,0.086,0.070422535,0.267605634,0.069940768,0.116645134,0.116645134,"Yankees",29,8.48,2.35,3.6,0.63,0.87,2.35,3.02,3.94,3.58,1.2,"$9.40 ",9029,4.17803433333334,4.01487866666667,3.97932566666668,4.05260066666667,50,50,40,35,50,50,50,50
"21","Adam Warren",2018,476589,31,987,51.2,23.3,9,0.334,0.4,18.7,40,26.1,38.3,29.5,40.1,396,-1.08665,5.8385,6.169,94.5,91.84545455,2205.5,-0.29725,1.4025,0.402,0.095959596,0.26010101,0.08319719,8.3,8.3,81,-1.3935,5.7191,6.218,86.7,84.65679012,1824,-1.2967,0.5413,0.394,0.109756098,0.146341463,0.113949048,51.5,45.7,439,-1.2773,5.8666,5.693,88.7,85.17972665,2276,0.5919,0.3074,0.224,0.110619469,0.267699115,5.7,57,-1.3246,5.859,5.693,82.6,79.78596491,2185,0.5732,-0.9612,0.0695,0.087719298,0.368421053,0.089012751,0.131477683,0.131477683,"- - -",30,9.06,3.48,2.6,1.05,1.32,3.14,3.94,4.31,3.84,0.2,"$1.80 ",9029,4.31076833333333,4.20888733333333,4.429539,4.35929299999999,50,50,50,40,50,50,50,50
"22","Addison Reed",2016,592665,28,1179,77.2,29.9,4.3,0.262,0.364,20.5,55.9,26.1,42,26,72.5,846,-2.20725,6.0203,6.9295,95.9,93.02966903,2137,-0.402070833,1.5416,0.2975,0.119496855,0.294339623,0.104835944,0.1,0.1,2,-2.34845,5.94505,6.8175,86.1,86.05,1779,-0.939254167,1.239883333,NA,0,0,0.029769779,27.3,27.3,252,-2.3691,5.9507,6.6755,91.3,86.80793651,2040.5,0.129545833,0.5053,0.1825,0.170918367,0.25255102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162839484,0.162839484,"Mets",27,10.55,1.51,7,0.46,0.94,1.97,1.97,2.89,2.56,2.4,"$19.30 ",10586,3.20282800000001,3.21332533333334,3.15111966666667,3.06550133333334,65,30,NA,50,70,70,70,70
"23","Addison Reed",2017,592665,29,1188,76,24.8,4.9,0.308,0.394,21.5,56.3,25.9,40.7,27.6,66.9,795,-2.3588,5.9367,6.697,95.9,92.29069182,2163,-0.349,1.3956,0.2975,0.119496855,0.294339623,0.101905348,0,0,1,-2.4645,5.4501,6.804,86.3,86.3,1711,-0.9229,0.8868,NA,0,0,0.044785271,32.9,32.9,390,-2.5411,5.8585,6.431,88.7,85.33538462,2091.5,0.2755,0.3467,0.1825,0.170918367,0.25255102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165370291,0.165370291,"- - -",28,9,1.78,5.07,1.3,1.05,2.84,3.67,3.85,3.35,0.9,"$7.10 ",10586,3.76265466666667,3.63702266666666,3.60941066666666,3.52468499999999,60,30,NA,50,60,65,65,65
"24","Adrian Houser",2019,605288,26,1810,111.1,25.3,8,0.281,0.336,17.9,49.2,24.3,55.4,17.8,67.4,1244,-1.122,6.15635,6.472,97.4,94.41720257,2167.5,-1.0351,0.89915,0.152,0.094855305,0.278938907,0.08069791,6.7,6.7,124,-1.20175,6.12165,6.27,87.5,85.41290323,1517,-1.117,0.386,0.315,0.14516129,0.25,0.148009127,25.8,11.8,213,-1.1725,6.1786,6.292,91.6,87.92723005,2232,0.3559,0.4214,0.33,0.128440367,0.28440367,13.9,256,-1.0074,6.2349,6.0315,84.4,80.6046875,2009.5,0.2299,-1.3052,0.326,0.06640625,0.3125,0.083719474,0.137076833,0.137076833,"Brewers",26,9.46,2.99,3.16,1.13,1.24,3.72,3.88,3.6,3.91,1.6,"$12.80 ",12718,3.95670233333333,3.99625433333332,3.99631633333332,3.89190466666666,50,50,50,50,60,50,50,60
"25","AJ Ramos",2016,573109,30,1106,64,26.3,12.6,0.314,0.37,17.5,45.7,30.2,39.2,16.9,43.4,465,-2.4514,5.5545,5.956,97.3,92.30516129,2467,-0.498791667,1.574566667,0.29,0.056790123,0.266666667,0.071724977,17.5,17.5,187,-2.5124,5.472,6.04,89.6,85.77433155,1505,-1.300391667,0.490966667,0.145,0.198979592,0.285714286,0.175476213,38.9,33.3,324,-2.6163,5.5223,5.279,84.2,80.55185185,2730.5,0.634025,-0.2515,0.197,0.14556962,0.386075949,5.6,59,-2.6382,5.6194,5.543,81.5,75.81186441,2690,0.826075,-1.084266667,1.3905,0.076923077,0.307692308,0.083460627,0.137309361,0.137309361,"Marlins",29,10.27,4.92,2.09,0.14,1.36,2.81,2.9,4.28,3.94,1.5,"$11.90 ",8350,4.53810566666666,4.41574766666667,4.60651466666667,4.61458266666667,50,60,50,50,50,50,40,40
"26","AJ Ramos",2017,573109,31,1101,58.2,27.9,13.2,0.309,0.368,19.4,44.4,31.5,41.3,23.3,36.7,405,-2.4507,5.7005,5.934,96,92.35358025,2281,-0.2604,1.466,0.29,0.056790123,0.266666667,0.070834354,17.8,17.8,195,-2.5537,5.6026,6.032,89.1,85.41230769,1445,-1.0151,0.654,0.145,0.198979592,0.285714286,0.167230855,45.4,43,470,-2.5587,5.68265,5.122,83.6,80.10723404,2611,0.8804,-0.3908,0.197,0.14556962,0.386075949,2.3,26,-2.5358,5.67135,5.561,77.4,75.23461538,2632.5,0.8337,-1.1101,1.3905,0.076923077,0.307692308,0.085173246,0.155130699,0.155130699,"- - -",30,11.05,5.22,2.12,1.07,1.41,3.99,4.1,4.3,4.01,0.3,"$2.80 ",8350,4.47100066666667,4.29576266666667,4.507858,4.411908,50,60,50,50,50,50,50,50
"27","Albert Suarez",2016,544150,27,1353,84,15.2,7.3,0.324,0.355,14.8,47.3,20.5,49.8,19.2,57.5,280,-1.7281,6.1222,6.2255,96,92.44821429,2283.5,-0.682491667,1.29865,0.39,0.057894737,0.294736842,0.062495514,11.8,11.8,160,-1.9146,5.86625,6.499,87.1,83.886875,2109,-1.318483333,0.8407,0.395,0.152173913,0.369565217,0.137016055,30.5,20.6,107,-1.8334,5.8894,5.964,82.4,77.95514019,2293,0.656291667,-0.267266667,0.247,0.274725275,0.461538462,9.9,133,-1.839,6.0207,5.742,76.4,74.86315789,2353,1.043175,-0.6514,0.188,0.120567376,0.283687943,0.109501397,0.202517632,0.202517632,"Giants",26,5.79,2.79,2.08,1.18,1.31,4.29,4.63,4.58,4.65,0,"$0.00 ",6175,4.48985033333333,4.498036,4.38915299999999,4.45914899999999,40,50,50,65,50,50,50,50
"28","Alec Asher",2017,594742,26,1068,60,17.7,8.7,0.335,0.364,15.3,44.8,21.3,38.3,21.8,77.1,821,-2.0897,5.8114,6.255,95.1,89.86504263,2425,-1.0074,1.0599,0.179,0.067961165,0.258495146,0.064282717,8.3,8.3,89,-2.0335,5.7993,6.446,85.7,82.71123596,1850,-1.2414,1.1431,0.196,0.157303371,0.269662921,0.143773613,14.5,0.1,2,-1.87265,5.9819,5.6415,81.8,81.65,2580,0.644,-0.2618,NA,0,0,14.3,147,-2.0371,5.8523,5.764,82,79.11292517,2608,0.4548,-0.4762,0.141,0.156862745,0.294117647,0.126267954,0.069331836,0.126267954,"Orioles",25,7.05,3.45,2.04,1.5,1.4,5.25,5.26,5.4,4.82,0.2,"$1.80 ",13560,5.11104666666667,4.95477166666668,5.09757866666667,5.11523466666668,40,50,60,25,35,35,35,35
"29","Alex Claudio",2017,592222,25,1128,82.2,17.3,4.6,0.265,0.302,14.5,48.9,21.5,67.6,10.8,56.6,2,2.99645,4.38865,5.9965,86,85.9,2066,1.28225,0.70905,NA,0,0,0.034662,30,30,339,3.081,4.6342,6.045,75.2,71.05575221,2225,1.4357,-0.2346,0.167,0.156342183,0.303834808,0.222434992,13.2,13.2,106,3.12395,4.7826,5.467,79.1,77.11226415,2235,-0.4469,0.35755,0.082,0.173333333,0.353333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.159798974,0.159798974,"Rangers",25,6.1,1.63,3.73,0.54,1.04,2.5,3.21,3.3,3.06,1.8,"$14.20 ",12890,3.82878466666665,3.77856666666666,3.64509266666666,3.64069266666666,30,70,NA,50,60,60,65,65
"30","Alex Meyer",2017,543542,27,1156,67.1,25.7,14.4,0.324,0.367,16.7,45.3,28,46.8,21.1,58.3,675,-2.0817,5.3756,7.042,99.4,95.72785185,2351,-1.2341,1.0177,0.2725,0.066666667,0.260740741,0.069680309,1.3,1.3,16,-2.2794,5.3903,7.1515,92.2,89.98125,2025.5,-1.131,0.8776,0.207,0.0625,0.1875,0.07980097,40.2,3.2,38,-2.3232,5.319,6.5515,96,85.53684211,2462.5,0.43095,-0.56475,0.061,0.052631579,0.289473684,36.9,420,-2.11095,5.3978,6.504,88.5,85.05,2488,0.4967,-0.4729,0.215,0.182669789,0.37236534,0.164409448,0.101644757,0.164409448,"Angels",27,10.02,5.61,1.79,0.8,1.34,3.74,4.14,4.38,4.73,0.9,"$7.00 ",12833,4.54206933333334,4.40071466666667,4.58994800000001,4.57408866666667,50,35,70,35,50,50,40,50
